"Description","UnitProductionCostAtMainProductionDecisionGBPmil","UnitProductionCostCurrentlyGBPmil","QuantitiesRequiredAtMainInvestmentDecision","QuantitiesRequiredCurrently","Platform","Source"
"A400M","***","***","25","25","A400M","2009"
