"Description","UnitProductionCostAtMainProductionDecisionGBPmil","UnitProductionCostCurrentlyGBPmil","QuantitiesRequiredAtMainInvestmentDecision","QuantitiesRequiredCurrently","Platform","Source"
"A400M","***","***","25","22","A400M","2010"
