"UnitProductionCostAtMainProductionDecisionGBPmil","UnitProductionCostCurrentlyGBPmil","QuantitiesRequiredAtMainInvestmentDecision","QuantitiesRequiredCurrently","Platform","Source"
"***","***","25","25","A400M","2003"
