"CurrentBaselineCurrentEstimate.Tymil","Econ","Qty","Sch","Eng","Est","Oth","Spt","Total ","APUCcurrentEstimate","Platform","Source","Section"
"115.697","0.427","0","1.602","0.748","-3.775","0","-4.004","-5.002","110.695","JSF","2015-12","Aircraft"
