"CurrentBaselineCurrentEstimate.Tymil","Econ","Qty","Sch","Eng","Est","Oth","Spt","Total ","PAUCcurrentEstimate","Platform","Source","Section"
"135.065","0.422","0","1.592","0.744","-4.257","0","-3.981","-5.48","129.585","JSF","2015-12","Aircraft"
