"CurrentChangeExplanations","BaseYearMil","ThenYearMil","Platform","Source","Account"
"Aegis realignment to implement SM-3 IB multi-year procurement; reduced SM-3 IIA buys and other program/Congressional adjustments (Estimating)","-243.3","-328.8","SM-3 BLOCK IIA","2014-12","Procurement"
