"Filename","ProjectIncrementName","LowestApprovedGBPmil","BudgetedForGBPmil","HighestApprovedGBPmil","Platform","Source"
"A400M_2009_2009_2_CostBoundariesforDemonstrationManufacturePhase.csv","A400M","-",2628,2744,"A400M",2009
"A400M_2010_2010_2_CostBoundariesforDemonstrationManufacturePhase.csv","A400M","-",2628,2744,"A400M",2010
"A400M_2011_2011_2_CostBoundariesforDemonstrationManufacturePhase.csv","A400M","-",2498,2614,"A400M",2011
"A400M_2012_2012_2_CostBoundariesforDemonstrationManufacturePhase.csv","A400M",NA,2498,2614,"A400M",2012
"A400M_2013_2013_2_CostBoundariesforDemonstrationManufacturePhase.csv","A400M","-",2238,2339,"A400M",2013
"A400M_2014_2014_2_CostBoundariesforDemonstrationManufacturePhase.csv","A400M","-",2238,2339,"A400M",2014
"A400M_2015_2015_2_CostBoundariesforDemonstrationManufacturePhase.csv","A400M","-",2238,2339,"A400M",2015
