ID,Account,Budget Activity,Budget Activity Title,BSA,BSA Title,Line Item,Line Item Title,Cost Type,Cost Type Title,Category,Classified,FY 1999,FY 2000,FY 2000 App,FY 2001,FY 2001 App,FY 2001 PB,FY 2002,FY 2002 App,FY 2002 PB,FY 2003,FY 2003 App,FY 2003 PB,FY 2004,FY 2004 App,FY 2004 PB,FY 2005,FY 2005 App,FY 2005 PB,FY 2006,FY 2006 App,FY 2006 PB,FY 2007,FY 2007 App,FY 2007 PB,FY 2008,FY 2008 App,FY 2008 PB,FY 2009,FY 2009 App,FY 2009 PB,FY 2010,FY 2010 App,FY 2010 PB,FY 2010 OCO PB,FY 2010 OCO Sup,FY 2011,FY 2011 CR,FY 2011 CR OCO,FY 2011 PB,FY 2011 OCO PB,FY 2012,FY 2012 App,FY 2012 OCO App,FY 2012 PB,FY 2012 OCO PB,FY 2013,FY 2013 App,FY 2013 OCO App,FY 2013 PB,FY 2013 OCO PB,FY 2014,FY 2014 App,FY 2014 OCO App,FY 2014 PB,FY 2014 OCO PB,FY 2015 App,FY 2015 OCO App,FY 2015 PB,FY 2015 OCO PB,FY 2016 PB,FY 2016 OCO PB,FY 1999 Quant,FY 2000 Quant,FY 2000 Quant App,FY 2001 Quant,FY 2001 Quant App,FY 2001 Quant PB,FY 2002 Quant,FY 2002 Quant App,FY 2002 Quant PB,FY 2003 Quant,FY 2003 Quant App,FY 2003 Quant PB,FY 2004 Quant,FY 2004 Quant App,FY 2004 Quant PB,FY 2005 Quant,FY 2005 Quant App,Fy 2005 Quant PB,FY 2006 Quant,FY 2006 Quant App,FY 2006 Quant PB,FY 2007 Quant,FY 2007 Quant App,FY 2007 Quant PB,FY 2008 Quant,FY 2008 Quant App,FY 2008 Quant PB,FY 2009 Quant,FY 2009 Quant App,FY 2009 Quant PB,FY 2010 Quant,FY 2010 Quant App,FY 2010 Quant PB,FY 2010 Quant OCO PB,FY 2010 Quant OCO Sup,FY 2011 Quant,FY 2011 CR Quant,FY 2011 CR OCO Quant,FY 2011 Quant PB,FY 2011 Quant OCO PB,FY 2012 Quant,FY 2012 Quant App,FY 2012 Quant OCO App,FY 2012 Quant PB,FY 2012 Quant OCO PB,FY 2013 Quant,FY 2013 Quant App,FY 2013 Quant OCO App,FY 2013 Quant PB,FY 2013 Quant OCO PB,FY 2014 Quant,FY 2014 Quant App,FY 2014 Quant OCO App,FY 2014 Quant PB,FY 2014 Quant OCO PB,FY 2015 Quant App,FY 2015 Quant OCO App,FY 2015 Quant PB,FY 2015 Quant OCO PB,FY 2016 Quant PB,FY 2016 Quant OCO PB
4850,2035,2,Communications and electronics equipment,86,ELECT EQUIP - TACTICAL SURV. (TAC SURV),8700BZ5050,Enhanced Sensor & Monitoring System,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,1426,1456,1895,1975,2000,2000,0,0,0,0,0,1981,1981,1987,1938,1938,1944,0,0,2051,1777,0,2062,0,2226,2226,0,2226,0,2423,2426,0,2426,0,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,
4851,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9040BZ9865,Tactical Operations Centers,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,33995,34777,27969,57127,57606,17260,43678,38653,38952,41187,41187,42332,72026,68997,45613,124035,49677,50692,196955,129616,58339,237638,57475,57707,513073,293883,393883,142441,146811,196245,39925,31673,29934,0,0,90922,104132,57785,97568,43800,62907,54907,0,54907,0,30156,30196,0,30196,0,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,80,246,0,80,0,68,133,0,133,0,,0,0,0,0,,,0,0,,
4852,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9050B28600,ADV FA TAC DATA SYS / EFF CTRL SYS,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,39313,43856,43144,68590,58551,54452,53509,49096,49476,75134,75134,74723,23349,23349,22324,38717,26383,26922,0,26671,29537,0,0,22035,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0,367,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9060B28501,Fire Support C2 Family,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45184,0,0,61262,49644,0,71321,53982,40626,58137,68537,53908,47703,47479,53882,14840,0,62367,43050,747,49643,566,69304,69304,15081,69304,15081,70255,81333,22430,81333,22430,38828,43228,0,43228,0,13823,0,13823,0,1238,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,2346,1382,471,898,0,1655,1642,0,1642,0,0,1064,0,574,0,0,0,0,0,0,0
4854,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9070B28620,"MOD OF IN-SVC EQUIP, AFATDS",A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,2895,2895,2976,1972,2044,2059,3908,3911,3990,0,5040,5104,0,0,5434,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9100B78400,LIGHT WEIGHT TECHNICAL FIRE DIRECTION SYS,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,1176,976,956,956,972,2659,1665,1677,12078,12078,12413,3086,3199,3223,1975,1977,2018,0,2941,2978,0,0,6042,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9142W34600,Battle Command Sustainment Support System,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,9223,19836,19830,26956,26956,27411,24507,25008,25201,24314,24314,24989,21249,22032,22197,48816,11671,11909,30531,10013,10139,31828,31858,31986,33209,33535,32935,36720,36720,36829,32900,31883,31984,16,0,30041,22850,554,26286,420,22454,22454,10000,22454,10000,10500,10511,2400,10511,2400,3000,3000,0,14446,0,0,0,0,0,0,0,145,0,213,359,0,333,0,66,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,612,612,0,612,0,145,445,0,445,0,0,0,0,167,0,0,0,0,0,0,0
4857,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9262AD5050,Faad C2,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,25462,10548,10546,32088,32066,17868,8823,8832,8900,24109,24109,24779,24645,25329,19474,187305,12615,12873,228564,39908,26108,41877,21010,21095,32001,12276,9000,7467,7467,7489,8263,8263,8289,0,0,32328,36644,0,42511,0,5030,5030,0,5030,0,5024,5031,0,5031,0,4607,4607,0,4607,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9264AD5090,FAADC2I MODIFICATIONS,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,7770,7769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9266AD5070,AIR & MSL Defense Planning & Control Sys,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,2926,2925,4779,4779,4859,10216,10220,10299,12087,9487,9750,8613,8929,8996,11567,6272,6400,102716,103622,3668,131487,69011,69289,84751,40089,19611,34858,57483,57674,62267,62242,62439,0,0,56718,49166,0,57038,0,90710,90710,28000,90710,28000,53059,64144,0,64144,0,13090,13090,0,33090,0,27374,0,27374,0,28176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,18,7,9,0,12,12,0,12,0,0,3,0,8,0,0,0,5,0,0,0
4860,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9322BZ9851,FORWARD ENTRY DEVICE / LIGHTWEIGHT FED,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,20748,14854,15750,18933,18924,17153,14772,15793,15915,14715,14715,15125,5978,5978,6023,2002,2004,2045,0,3120,3159,0,0,9305,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9329B78504,Knight Family,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,22023,0,0,13589,21277,0,27961,29475,28543,23151,23556,6732,40589,2191,2236,112800,0,0,76897,74136,24233,160301,143643,68280,144812,154412,100709,207582,207576,259331,178500,0,169789,169687,65626,170467,49744,88488,88488,42000,93488,42000,11983,11999,0,11999,0,,0,0,0,0,,,0,0,,,0,0,0,39,0,0,31,31,0,0,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,12,0,0,12,0,0,0,0,0,0,,0,0,0,0,,,0,0,,
4862,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9330B78500,STRIKER-COMMAND AND CONTROL SYSTEM,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,6955,21997,21992,0,23863,19084,0,0,21442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,35,35,0,39,33,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9442BD3955,Life Cycle Software Support (LCSS),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,1159,859,859,1001,1001,1010,929,929,936,899,899,924,1736,1801,1814,1789,1790,1827,1890,1890,1914,5330,2014,2022,2056,2056,2070,4488,4488,2101,1773,1772,1778,0,0,1701,1474,0,1710,0,1807,1807,0,1807,0,1850,1853,0,1853,0,1795,1795,0,1795,0,2508,0,2508,0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9502BZ8889,Automatic Identification Technology,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,8158,9062,9060,6843,7380,7505,5885,8149,8212,7609,7493,7701,10535,10099,8774,34238,35295,24416,65292,69027,62256,120459,103717,97235,133319,72938,71034,58749,88278,83530,29306,33037,31542,0,0,15205,12290,2931,13080,2222,21224,27324,0,28924,0,12524,14377,0,14377,0,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,
4865,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9510BZ8900,TC AIMS II,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,2634,20762,18753,12348,11664,10376,22585,25316,25512,14208,11185,11496,16747,17362,17492,15876,16049,16376,14896,16154,31356,42286,29923,29919,74999,29200,29037,22774,32785,31879,11990,11089,11124,0,0,10398,9014,0,10457,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,
4866,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9572A30000,GUN LAYING AND POS SYS (GLPS),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,6239,7433,7431,8333,8333,8410,11717,11986,12079,156,156,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,83,81,97,95,92,131,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9672BX0007,ISYSCON EQUIPMENT,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,15829,13152,14646,28816,29100,26558,31942,32198,32448,30518,30518,31366,20912,21368,21528,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9677B95700,Joint Network Management System (JNMS),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,697,6682,6868,7582,9382,9452,12325,12335,12587,10885,11738,11885,7998,8246,8279,13166,10672,10745,11026,11026,11059,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4869,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9678B93900,Tactical Internet Manager,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,12565,11522,11842,12967,8259,8321,11126,11135,11363,61718,16752,16962,23440,11309,11355,21535,10199,9215,4795,4795,4809,0,0,0,0,0,1585,1374,0,1594,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,
4870,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9700BA9315,DATA PRODUCTS,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35898,36142,,0,30077,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9705BA9301,Network Management Initialization and Service,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35898,0,0,29988,29988,0,87632,78928,112798,58900,0,28065,22536,6596,23492,5000,32800,32800,32800,32800,32800,44862,59821,0,59821,0,19327,19327,0,54327,0,21524,0,21524,0,12738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4872,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9742BA9320,Maneuver Control System (MCS),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,12755,23292,24886,30571,30570,22935,9589,5397,6839,7378,7378,7584,35689,40836,37141,43861,28553,29136,99218,73948,49562,133057,76714,77023,176379,121661,120767,119146,122646,123009,84440,82401,82646,5000,0,155733,162193,79303,156273,60111,78031,78031,44000,78031,44000,54361,57628,6400,57628,6400,18179,18179,0,59171,0,95455,0,95455,0,145657,252,0,239,239,246,264,176,0,0,49,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812,0,0,0,0,888,498,0,498,0,2617,721,0,721,0,0,0,0,2959,0,0,0,3748,0,0,0
4873,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9920W10801,Single Army Logistics Enterprise (SALE),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,44136,0,0,67322,56428,0,124696,64508,89017,136634,137399,121808,172927,150183,53563,37821,70167,67960,47787,48153,48301,1440,0,114859,86042,0,99819,0,0,142026,18000,228312,18000,,182061,5160,182061,5160,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762,0,0,0,0,0,6862,1440,26660,0,,5976,0,5976,0,,,,0,0,,,,,,
4874,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9922W00800,STAMIS TACTICAL COMPUTERS (STACOMP),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,46582,33211,33204,23304,39352,40015,45782,47255,60621,55348,59646,61304,0,49364,46233,0,0,54581,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9962BZ9962,STANDARD INTEGRATED CMD POST SYSTEM,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,28708,30568,30560,57587,57590,35971,32744,32759,30513,35472,28736,29535,346,358,361,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9966BZ9966,Reconnaissance and Surveying Instrument Set,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11084,11083,11118,0,0,15380,13331,0,15466,0,19113,19113,0,19113,0,15189,15209,0,15209,0,19341,19341,0,19341,0,10113,0,10113,0,16218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,69,0,0,0,0,0,212,0,212,0,0,0,56,0,0,0
4877,2035,2,Communications and electronics equipment,89,ELECT EQUIP - TACTICAL C2 SYSTEMS,9970BZ9970,Mounted Battle Command On The Move (MBCOTM),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,18859,30859,870,69599,72742,79035,50317,41716,42000,43793,43793,25869,923,923,926,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,
4878,2035,2,Communications and electronics equipment,92,ELECT EQUIP - AUTOMATION,3000BE4168,General Fund Enterprise Business System,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,78403,9751,10066,39353,36048,30048,30137,44762,44759,85801,0,0,,84352,0,97858,0,,,,23664,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,
4879,2035,2,Communications and electronics equipment,92,ELECT EQUIP - AUTOMATION,3001BE4169,Army Training Modernization,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,24517,19065,15291,34293,35470,35960,28979,26110,26312,16637,18712,19233,7583,6140,6186,8987,5269,5377,21120,21928,23722,21042,21549,21636,11204,11311,11389,12097,13441,13481,14783,12783,12823,0,0,35955,31168,0,36158,0,11192,11192,0,11192,0,8854,8866,0,8866,0,7318,8518,0,11865,0,9015,0,9015,0,12089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880,2035,2,Communications and electronics equipment,92,ELECT EQUIP - AUTOMATION,3002BD3000,Automated Data Processing Equip,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,130184,156966,152903,188224,192002,172051,229109,158608,146885,348399,330313,156546,159762,202258,213055,153955,148021,146184,248327,146619,152268,188565,158978,139206,121018,112963,120732,185022,180680,105343,208508,209060,254723,0,0,214465,189579,13852,214364,10500,184772,184772,10000,230250,10000,112268,129438,0,129438,0,162741,162741,0,219431,0,152282,0,155223,0,106427,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,2035,2,Communications and electronics equipment,92,ELECT EQUIP - AUTOMATION,3051BD3501,CSS Communications,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81081,26658,15861,245063,35397,32955,78190,84890,36744,48645,33642,33749,0,15000,40558,34316,0,39811,0,35410,39310,0,39310,0,20611,20639,0,20639,0,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,452,0,452,0,2062,2062,0,2062,0,,0,0,0,0,,,0,0,,
4882,2035,2,Communications and electronics equipment,92,ELECT EQUIP - AUTOMATION,9956BE4167,Reserve Component Automation Sys (RCAS),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,116164,82683,82660,97902,97902,91495,87988,88633,89319,73359,74697,68273,61873,63216,45789,56332,58768,48467,30130,31363,30819,27700,28560,28675,29920,30221,30427,39837,42337,42462,39553,39550,39675,0,0,39139,33928,0,39360,0,41248,41248,0,41248,0,33947,35493,0,35493,0,34951,34951,0,34951,0,17631,0,17631,0,17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883,2035,2,COMMUNICATIONS AND ELECTRONICS EQUIPMENT,95,ELECT EQUIP - AUDIO VISUAL SYS (A/V),5279BK5279,SPECIAL INFORMATION OPERATIONS (SIO) (TIARA),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,0,0,0,0,0,0,204,205,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,2035,2,Communications and electronics equipment,95,ELECT EQUIP - AUDIO VISUAL SYS (A/V),9762BZ8480,AFRTS,A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,434,488,488,1505,1505,1519,2472,2462,2481,2454,2454,2523,2412,2500,2519,1764,1765,1801,2590,2699,2732,963,1003,1007,947,957,964,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,2035,2,Communications and electronics equipment,95,ELECT EQUIP - AUDIO VISUAL SYS (A/V),9988BK5289,Items Less Than $5.0M (A/V),A,WEAPON SYSTEM COST,"Comms, Sensors, and Electronics",,6762,2677,2677,4667,3163,3217,5929,5734,5778,7401,5601,5756,4535,3850,3879,4191,1592,1624,2660,6302,6381,6457,6727,6754,5401,6263,6306,6857,6657,6677,2701,2700,2709,0,0,659,571,0,663,0,10437,10437,0,10437,0,8456,8467,0,8467,0,324,324,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
