ID,PE,PE Title,Budget Activity,Budget Activity Title,Account,Classified,FY 1999,FY 2000,FY 2000 App,FY 2001,FY 2001 App,FY 2001 PB,FY 2002,FY 2002 App,FY 2002 PB,FY 2003,FY 2003 App,FY 2003 PB,FY 2004,FY 2004 App,FY 2004 PB,FY 2005,FY 2005 App,FY 2005 PB,FY 2006,FY 2006 App,FY 2006 PB,FY 2007,FY 2007 App,FY 2007 PB,FY 2008,FY 2008 App,FY 2008 PB,FY 2009,FY 2009 App,FY 2009 PB,FY 2010,FY 2010 App,FY 2010 PB,FY 2010 OCO PB,FY 2010 OCO Sup,FY 2011,FY 2011 CR,FY 2011 CR OCO,FY 2011 PB,FY 2011 OCO PB,FY 2012,FY 2012 App,FY 2012 OCO App,FY 2012 PB,FY 2012 OCO PB,FY 2013,FY 2013 App,FY 2013 OCO App,FY 2013 PB,FY 2013 OCO PB,FY 2014,FY 2014 App,FY 2014 OCO App,FY 2014 PB,FY 2014 OCO PB,FY 2015 App,FY 2015 OCO App,FY 2015 PB,FY 2015 OCO PB,FY 2016 PB,FY 2016 OCO PB
5859,0605030A,Joint Tactical Network Center (JTNC),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,65849,68112,0,68148,0,8436,0,8440,0,13357,0
5860,0605380A,AMF Joint Tactical Radio System (JTRS),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,9874,10213,0,33219,0,6878,0,6882,0,12987,0
5861,0605766A,National Capabilities Integration (MIP),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,21132,21132,0,21143,0,15212,0,15212,0,10599,0
5862,0607141A,Logistics Automation,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,3592,3715,0,3717,0,3652,0,3654,0,1673,0
5863,0605525N,Carrier Onboard Delivery (COD) Follow On,7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1230,1230,0,2460,0,8873,0,8873,0,0,0
5864,0605555N,Strike Weapons Development,7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,8955,13757,0,9757,0,0,0,0,0,0,0
5865,0305241N,Multi-Intelligence Sensor Development,7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,28851,28851,0,28851,0,17751,0,22559,0,49145,0
5866,0604458F,Air & Space Ops Center,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,60971,58861,0,58861,0,0,0,0,0,0,0
5867,0604618F,Joint Direct Attack Munition,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,2417,2500,0,2500,0,0,0,0,0,0,0
5868,0105921F,Service Support to STRATCOM - Space Activities,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,2685,2779,0,2799,0,0,0,0,0,0,0
5869,0207455F,Three Dimensional Long-Range Radar (3DELRR),4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,52891,54191,0,70160,0,88825,0,88825,0,14939,0
5870,0603260F,Intelligence Advanced Development,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,977,977,0,977,0,0,0,0,0,0,0
5871,0605431F,Advanced EHF MILSATCOM (SPACE),5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,261554,265634,0,272872,0,307898,0,314378,0,228230,0
5872,0605432F,Polar MILSATCOM (SPACE),5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,101401,104582,0,124805,0,103245,0,103552,0,72084,0
5873,0605433F,Wideband Global SATCOM (SPACE),5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,11674,12489,0,13948,0,31328,0,31425,0,56343,0
5874,0604445F,Wide Area Surveillance,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4836,5000,0,5000,0,2000,0,0,0,24577,0
5875,0208087F,AF Offensive Cyberspace Operations,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,13610,14047,0,14047,0,13355,0,13355,0,12874,0
5876,0208088F,AF Defensive Cyberspace Operations,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,5853,5853,0,5853,0,5576,0,5576,0,7681,0
5877,0305179F,Integrated Broadcast Service (IBS),7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,6954,6954,0,8289,0,8592,0,8592,0,7860,0
5878,0601228D8Z,Historically Black Colleges and Universities/Minority Institutions,1,Basic Research,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,33883,35895,0,30895,0,34412,0,24412,0,25834,0
5879,0602251D8Z,Applied Research for the Advancement of S&T Priorities,2,Applied Research,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,33543,37984,0,45000,0,41905,0,41965,0,48226,0
5880,0602751D8Z,Software Engineering Institute (SEI) Applied Research,2,Applied Research,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,10699,11106,0,11107,0,9143,0,9156,0,8824,0
5881,0604250D8Z,Advanced Innovative Technologies,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,125811,129883,0,130000,0,174752,0,190000,0,469798,0
5882,0604445J,Wide Area Surveillance,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,25955,27000,0,30000,0,53000,0,53000,0,0,0
5883,0305103C,Cyber Security Initiative,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,912,946,0,946,0,961,0,961,0,963,0
5884,0605080S,Defense Agency Intiatives (DAI) - Financial System,5,System Development And Demonstration,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,44260,46489,0,51689,0,41465,0,41465,0,31660,0
5885,0607210D8Z,Industrial Base Analysis and Sustainment Support,7,Operational System Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,9638,9993,0,14000,0,14756,0,14778,0,22576,0
5886,0607310D8Z,CWMD Systems: Operational Systems Development,7,Operational System Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1872,1944,0,1955,0,2948,0,2953,0,1901,0
5887,0607327T,Global Theater Security Cooperation Management Information Systems (G-TSCMIS),7,Operational System Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,13250,13250,0,13250,0,10350,0,10350,0,8474,0
5888,1160431BB,Warrior Systems,7,Operational System Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,15692,15470,0,17970,0,20573,0,24661,0,25342,0
5889,1160432BB,Special Programs,7,Operational System Development,400,Classified (Unnamed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,7185,7424,0,7424,0,20908,0,20908,0,3401,0
5890,0605023HP,Information Technology Development - Integrated Electronic Health Record,2,RDT&E,130,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,19912,19912,0,64100,0,68267,0,68267,0,9216,0
5891,0605025HP,Information Technology Development ? Theater Medical Information Program-Joint,2,RDT&E,130,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,23783,34470,0,35463,0,22042,0,22042,0,22100,0
5892,0605031A,Joint Tactical Network (JTN),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,17989,0,17999,0,18055,0
5893,0605035A,Common Infrared Countermeasures (CIRCM),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,145337,0,145409,0,77570,0
5894,0605350A,WIN-T Increment 3 - Full Networking,5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,113155,0,113210,0,39700,0
5895,0605830A,Aviation Ground Support Equipment,5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,10036,0,10041,0,8880,0
5896,0203728A,Joint Automated Deep Operation Coordination System (JADOCS),7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,36658,0,24371,0,35719,0
5897,0205402A,Integrated Base Defense - Operational System Dev,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4362,0,4364,0,10750,0
5898,0205410A,Materials Handling Equipment,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,834,0,834,0,402,0
5899,0205412A,Environmental Quality Technology - Operational System Dev,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,280,0,280,0,0,0
5900,0205456A,Lower Tier Air and Missile Defense (AMD) System,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,78720,0,78758,0,64159,0
5901,0205778A,Guided Multiple-Launch Rocket System (GMLRS),7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,45353,0,45377,0,17527,0
5902,0310349A,Win-T Increment 2 - Initial Networking,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,3247,0,3249,0,3800,0
5903,0607664A,Biometric Enabling Capability (BEC),7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1332,0,1332,0,0,0
5904,0603595N,Ohio Replacement,4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,853277,0,849277,0,971393,0
5905,0603596N,LCS Mission Modules,4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,105682,161771,0,,,176948,0,196948,0,206149,0
5906,0603597N,Automated Test and Re-Test (ATRT),4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,9639,10005,0,,,8115,0,8115,0,8000,0
5907,0604112N,Gerald R. Ford Class Nuclear Aircraft Carrier (CVN 78 - 80),4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,43613,0,43613,0,48105,0
5908,0604122N,Remote Minehunting System (RMS),4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,21110,0,21110,0,20089,0
5909,0604454N,LX (R),4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,36859,0,36859,0,46486,0
5910,0604522N,Air and Missile Defense Radar (AMDR) System,5,System Development & Demonstration,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,129706,0,144706,0,241754,0
5911,0604580N,Virginia Payload Module (VPM),5,System Development & Demonstration,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,57282,59120,0,,,120602,0,132602,0,167719,0
5912,0605220N,Ship to Shore Connector (SSC),5,System Development & Demonstration,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,42778,0,67815,0,7778,0
5913,0206335M,Common Aviation Command and Control System (CAC2S),7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,32495,0,32495,0,13431,0
5914,0305242M,Unmanned Aerial Systems (UAS) Payloads (MIP),7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,2000,0,2000,0,9246,0
5915,0201184F,Counter Narco-Terrorism Program Office,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540,,,,,510,0,0,,,0,0,0,0,0,0
5916,0207110F,Next Generation Air Dominance,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,15722,0,15722,0,8830,0
5917,0604800F,F-35 - EMD,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,4976,0,,
5918,0307581F,NextGen JSTARS,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,73088,0,73088,0,44343,0
5919,0604426F,Space Fence,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,200082,0,214131,0,243909,0
5920,0605030F,Joint Tactical Network Center (JTNC),5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,78,0,,
5921,0605214F,Ground Attack Weapons Fuze Development,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,5332,0,5332,0,3598,0
5922,0605223F,Advanced Pilot Training,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,8201,0,8201,0,11395,0
5923,0605458F,Air & Space Ops Center 10.2 RDT&E,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,85938,0,85938,0,47629,0
5924,0308602F,ENTEPRISE INFORMATION SERVICES (EIS),6,Management Support,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4938,0,4938,0,4841,0
5925,0606017F,Requirements Analysis and Maturation,6,Management Support,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,16350,0,13850,0,16507,0
5926,0606116F,Space Test and Training Range Development,6,Management Support,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,19512,0,19512,0,18997,0
5927,0101213F,Minuteman Squadrons,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,139109,0,139109,0,178929,0
5928,0105921F,Service Support to STRATCOM - Space Activities,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,3134,0,3134,0,8090,0
5929,0207171F,F-15 EPAWSS,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,38944,0,68944,0,0,0
5930,0306250F,Cyber Operations Technology Development,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4938,0,4938,0,0,0
5931,0401318F,CV-22,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,38719,0,38719,0,36576,0
5932,0401319F,Presidential Aircraft Replacement (PAR),7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,11006,0,11006,0,0,0
5933,0604618F,Joint Direct Attack Munition,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,2469,0,2469,0,0,0
5934,0603133D8Z,Foreign Comparative Testing,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,22000,0,30000,0,21782,0
5935,0603176C,Advanced Concepts and Performance Assessment,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,6919,6919,0,,,8470,0,8470,0,12139,0
5936,0603177C,Discrimination Sensor Technology,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,29642,29642,0,,,36610,0,45110,0,28200,0
5937,0603178C,Weapons Technology,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,45268,46708,0,,,54068,0,14068,0,45389,0
5938,0603179C,Advanced C4ISR,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,35421,36500,0,,,13284,0,15329,0,9876,0
5939,0603180C,Advanced Research,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,23025,19188,0,,,16584,0,16584,0,17364,0
5940,0603288D8Z,Analytic Assessments,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,12000,0,12000,0,14645,0
5941,0603289D8Z,Advanced Innovative Analysis and Concepts,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,50000,0,60000,0,59830,0
5942,0603294C,Common Kill Vehicle Technology,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,67796,70000,0,,,25639,0,25639,0,46753,0
5943,0605170D8Z,Support to Networks and Information Integration,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,12482,0,12500,0,0,0
5944,0605090S,Defense Retired and Annuitant Pay System (DRAS),5,System Development And Demonstration,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,10135,0,10135,0,13085,0
5945,0605502KA,Small Business Innovative Research,6,Management Support,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,400,0,400,0,0,0
5946,0605502T,Small Business Innovative Research,6,Management Support,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,0,0,,,,,0,0,,
5947,0305327V,Insider Threat,7,Operational System Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,8670,0,8670,0,11733,0
5948,0605026HP,Information Technology Development- DoD Healthcare Management System Modernizati,2,RDT&E,130,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,91394,0,91394,0,438376,0
5949,0604100A,Analysis Of Alternatives,4,Advanced Component Development & Prototypes,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,9910,0,9913,0,9805,0
5950,0604120A,"Assured Positioning, Navigation and Timing (PNT)",4,Advanced Component Development & Prototypes,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,7500,0,0,,,9925,0,9930,0,30058,0
5951,0210609A,Paladin Integrated Management (PIM),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,80263,0,83300,0,152288,0
5952,0603794A,C3 Advanced Technology,3,Advanced Technology Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,37816,0
5953,0605032A,TRACTOR TIRE,5,System Development & Demonstration,2040,Classified (Named),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,5677,0
5954,0605051A,Aircraft Survivability Development,5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,18112,0
5955,0603813A,TRACTOR PULL,7,Operational Systems Development,2040,Classified (Named),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,9461,0
5956,0607131A,Weapons and Munitions Product Improvement Programs,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,4945,0
5957,0607133A,TRACTOR SMOKE,7,Operational Systems Development,2040,Classified (Named),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,7569,0
5958,0607135A,Apache Product Improvement Program,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,86099,0,,,69862,0
5959,0607136A,Blackhawk Product Improvement Program,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,48446,0,,,66653,0
5960,0607137A,Chinook Product Improvement Program,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,35424,0,,,37407,0
5961,0607138A,Fixed Wing Product Improvement Program,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,819,0,,,1151,0
5962,0607139A,Improved Turbine Engine Program,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,49328,0,,,51164,0
5963,0607140A,Emerging Technologies from NIE,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,4916,0,,,2481,0
5964,0202429A,Aerostat Joint Project - COCOM Exercise,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22252,,,,,43248,0,,,40565,0
5965,0305179A,Integrated Broadcast Service (IBS),7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,750,0
5966,0603680N,Manufacturing Technology Program,3,Advanced Technology Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,57074,0
5967,0604292N,MH-XX,4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,3055,0,,,5298,0
5968,0604810M,Joint Strike Fighter Follow On Development - Marine Corps,5,System Development & Demonstration,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,10399,0,,,59265,0
5969,0604810N,Joint Strike Fighter Follow On Development - Navy,5,System Development & Demonstration,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,10622,0,,,47579,0
5970,0605285N,Next Generation Fighter,6,Management Support,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,4794,0,,,5000,0
5971,0206629M,Amphibious Assault Vehicle,7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,96207,0,,,48535,0
5972,0305421N,RQ-4 Modernization,7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,5000,0,,,150854,0
5973,0605230F,Ground Based Strategic Deterrent,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,75166,0
5974,0306250F,Cyber Operations Technology Development,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,81732,0
