ProductOrServiceCode,ProductOrServiceCodeText,PrivateSecurityCategory,CBOcategory,ProductOrServiceArea,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,DoDportfolio,CSISPortfolio,Simple,HostNation3Category,JointPortfolio
H920,OTHER QC SVCS/SHIP & MARINE EQ,PAMS,PAMS,PAMS,H,H9,20,H0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H922,OTHER QC SVCS/RAILWAY EQ,PAMS,PAMS,PAMS,H,H9,22,H2,Facility Related Services,Facility Related Services,Service,Service,Facilities
H923,OTHER QC SVCS/VEHICLES-TRAILERS-CYC,PAMS,PAMS,PAMS,H,H9,23,H3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H924,OTHER QC SVCS/TRACTORS,PAMS,PAMS,PAMS,H,H9,24,H4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H925,OTHER QC SVCS/VEHICULAR EQ,PAMS,PAMS,PAMS,H,H9,25,H5,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H926,OTHER QC SVCS/TIRES & TUBES,PAMS,NULL,PAMS,H,H9,26,H6,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H928,OTHER QC SVCS/ENGINES & TURBINES,PAMS,NULL,PAMS,H,H9,28,H8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H929,OTHER QC SVCS/ENGINE ACCESSORIES,PAMS,NULL,PAMS,H,H9,29,H9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H930,OTHER QC SVCS/MECH POWER TRANS EQ,PAMS,NULL,PAMS,H,H9,30,H0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H931,OTHER QC SVCS/BEARINGS,NULL,NULL,PAMS,H,H9,31,H1,Equipment Related Services,NULL,Service,NULL,NULL
H932,OTHER QC SVCS/WOODWORKING MACHINE,PAMS,NULL,PAMS,H,H9,32,H2,Facility Related Services,Facility Related Services,Service,Service,Facilities
H934,OTHER QC SVCS/METALWORK MACHINE,PAMS,PAMS,PAMS,H,H9,34,H4,Facility Related Services,Facility Related Services,Service,Service,Facilities
H935,OTHER QC SVCS/SERVICE & TRADE EQ,PAMS,PAMS,PAMS,H,H9,35,H5,Facility Related Services,Facility Related Services,Service,Service,Facilities
H936,OTHER QC SVCS/SP INDUSTRY MACHINERY,PAMS,PAMS,PAMS,H,H9,36,H6,Facility Related Services,Facility Related Services,Service,Service,Facilities
H937,OTHER QC SVCS/AGRICULTURE MACHINE,PAMS,NULL,PAMS,H,H9,37,H7,Facility Related Services,Facility Related Services,Service,Service,Facilities
H938,OTHER QC SVCS/CONTRUCT EQ,PAMS,NULL,PAMS,H,H9,38,H8,Facility Related Services,Facility Related Services,Service,Service,Facilities
H939,OTHER QC SVCS/MATERIALS HANDLING EQ,PAMS,PAMS,PAMS,H,H9,39,H9,Facility Related Services,Facility Related Services,Service,Service,Facilities
H940,OTHER QC SVCS/ROPE-CABLE-CHAIN,PAMS,PAMS,PAMS,H,H9,40,H0,Facility Related Services,Facility Related Services,Service,Service,Facilities
H941,OTHER QC SVCS/REFRIGERATION - AC EQ,PAMS,PAMS,PAMS,H,H9,41,H1,Facility Related Services,Facility Related Services,Service,Service,Facilities
H942,OTHER QC SVCS/FIRE-RESCUE-SAFETY EQ,PAMS,PAMS,PAMS,H,H9,42,H2,ERROR - ERS or FRS,ERROR - ERS or FRS,Service,Service,ERROR
H943,OTHER QC SVCS/PUMPS & COMPRESSORS,PAMS,PAMS,PAMS,H,H9,43,H3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H944,OTHER QC SVCS/FURNACE-NUCLEAR REAC,PAMS,PAMS,PAMS,H,H9,44,H4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H945,OTHER QC SVCS/PLUMBING-HEATING EQ,PAMS,PAMS,PAMS,H,H9,45,H5,ERROR - ERS or FRS,ERROR - ERS or FRS,Service,Service,ERROR
H946,OTHER QC SVCS/WATER PURIFICATION EQ,PAMS,PAMS,PAMS,H,H9,46,H6,ERROR,ERROR,Service,Service,ERROR
H947,OTHER QC SVCS/PIPE-TUBING-HOSE,PAMS,PAMS,PAMS,H,H9,47,H7,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H948,OTHER QC SVCS/VALVES,PAMS,NULL,PAMS,H,H9,48,H8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H949,OTHER QC SVCS/MAINT REPAIR SHOP EQ,PAMS,PAMS,PAMS,H,H9,49,H9,Facility Related Services,Facility Related Services,Service,Service,Facilities
H951,OTHER QC SVCS/HAND TOOLS,PAMS,NULL,PAMS,H,H9,51,H1,Facility Related Services,Facility Related Services,Service,Service,Facilities
H952,OTHER QC SVCS/MEASURING TOOLS,PAMS,PAMS,PAMS,H,H9,52,H2,Facility Related Services,Facility Related Services,Service,Service,Facilities
H953,OTHER QC SVCS/HARDWARE & ABRASIVES,PAMS,NULL,PAMS,H,H9,53,H3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H954,OTHER QC SVCS/PREFAB STRUCTURES,PAMS,PAMS,PAMS,H,H9,54,H4,Facility Related Services,Facility Related Services,Service,Service,Facilities
H955,"OTHER QC/TEST/INSPECT- LUMBER, MILLWORK, PLYWOOD, AND VENEER",PAMS,NULL,PAMS,H,H9,55,H5,Facility Related Services,Facility Related Services,Service,Service,Facilities
H956,OTHER QC SVCS/CONTRUCT MATERIAL,PAMS,PAMS,PAMS,H,H9,56,H6,Facility Related Services,Facility Related Services,Service,Service,Facilities
H958,OTHER QC SVCS/COMMUNICATION EQ,PAMS,PAMS,ICT,H,H9,58,H8,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
H959,OTHER QC SVCS/ELECT-ELCT EQ,PAMS,PAMS,PAMS,H,H9,59,H9,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
H960,OTHER QC SVCS/FIBER OPTICS,PAMS,NULL,ICT,H,H9,60,H0,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
H961,OTHER QC SVCS/POWER DISTRIBUTION EQ,PAMS,PAMS,PAMS,H,H9,61,H1,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
H962,OTHER QC SVCS/LIGHTING FIXTURES,PAMS,NULL,PAMS,H,H9,62,H2,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
H963,OTHER QC SVCS/ALARM & SIGNAL SYSTEM,PAMS,PAMS,PAMS,H,H9,63,H3,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
H965,OTHER QC SVCS/MEDICAL-DENTAL-VET EQ,PAMS,PAMS,PAMS,H,H9,65,H5,ERROR - ERS or FRS,ERROR - ERS or FRS,Service,Service,ERROR
H966,OTHER QC SVCS/INSTRUMENTS & LAB EQ,PAMS,PAMS,PAMS,H,H9,66,H6,Facility Related Services,Facility Related Services,Service,Service,Facilities
H967,OTHER QC SVCS/PHOTOGRAPHIC EQ,PAMS,PAMS,PAMS,H,H9,67,H7,Facility Related Services,Facility Related Services,Service,Service,Facilities
H968,OTHER QC SVCS/CHEMICAL PRODUCTS,PAMS,PAMS,PAMS,H,H9,68,H8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H969,OTHER QC SVCS/TRAINING AIDS-DEVICES,PAMS,PAMS,PAMS,H,H9,69,H9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H970,OTHER QC SVCS/ADP EQ & SUPPLIES,PAMS,PAMS,ICT,H,H9,70,H0,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
H971,OTHER QC SVCS/FURNITURE,PAMS,PAMS,PAMS,H,H9,71,H1,Facility Related Services,Facility Related Services,Service,Service,Facilities
H972,OTHER QC SVCS/HOUSEHOLD FURNISHINGS,PAMS,PAMS,PAMS,H,H9,72,H2,Facility Related Services,Facility Related Services,Service,Service,Facilities
H973,OTHER QC SVCS/FOOD PREP-SERVING EQ,PAMS,PAMS,PAMS,H,H9,73,H3,Facility Related Services,Facility Related Services,Service,Service,Facilities
H974,OTHER QC SVCS/OFFICE MACHINES,PAMS,PAMS,PAMS,H,H9,74,H4,Facility Related Services,Facility Related Services,Service,Service,Facilities
H975,OTHER QC SVCS/OFFICE SUPPLIES,PAMS,PAMS,PAMS,H,H9,75,H5,Facility Related Services,Facility Related Services,Service,Service,Facilities
H976,OTHER QC SVCS/BOOKS-MAPS-PUBS,PAMS,PAMS,PAMS,H,H9,76,H6,ERROR,ERROR,Service,Service,ERROR
H977,OTHER QC SVCS/MUSICAL INST-RADIO-TV,PAMS,PAMS,PAMS,H,H9,77,H7,Facility Related Services,Facility Related Services,Service,Service,Facilities
H978,OTHER QC SVCS/RECREATIONAL EQ,PAMS,NULL,PAMS,H,H9,78,H8,Facility Related Services,Facility Related Services,Service,Service,Facilities
H979,OTHER QC SVCS/CLEANING EQ,PAMS,PAMS,PAMS,H,H9,79,H9,Facility Related Services,Facility Related Services,Service,Service,Facilities
H980,OTHER QC SVCS/BRUSHES-PAINTS-SEALER,PAMS,PAMS,PAMS,H,H9,80,H0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H981,OTHER QC SVCS/CONTAINERS-PACKAGING,PAMS,PAMS,PAMS,H,H9,81,H1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H983,OTHER QC SVCS/TEXTILES-LEATHER-FURS,PAMS,PAMS,PAMS,H,H9,83,H3,Facility Related Services,Facility Related Services,Service,Service,Facilities
H984,OTHER QC SVCS/CLOTHING - INDIVID EQ,PAMS,PAMS,PAMS,H,H9,84,H4,Facility Related Services,Facility Related Services,Service,Service,Facilities
H985,OTHER QC SVCS/TOILETRIES,PAMS,PAMS,PAMS,H,H9,85,H5,Facility Related Services,Facility Related Services,Service,Service,Facilities
H987,OTHER QC SVCS/AGRICULTURAL SUPPLIES,PAMS,NULL,PAMS,H,H9,87,H7,Facility Related Services,Facility Related Services,Service,Service,Facilities
H988,OTHER QC SVCS/LIVE ANIMALS,PAMS,PAMS,PAMS,H,H9,88,H8,Facility Related Services,Facility Related Services,Service,Service,Facilities
H989,OTHER QC SVCS/SUBSISTENCE,PAMS,PAMS,PAMS,H,H9,89,H9,Facility Related Services,Facility Related Services,Service,Service,Facilities
H991,OTHER QC SVCS/FUELS-LUBRICANTS-OILS,PAMS,PAMS,PAMS,H,H9,91,H1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H993,OTHER QC SVCS/NONMETALIC FAB MAT,PAMS,NULL,PAMS,H,H9,93,H3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H994,OTHER QC SVCS/NONMETALIC CRUDE MAT,PAMS,NULL,PAMS,H,H9,94,H4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H995,OTHER QC SVCS/METAL BARS & SHEETS,PAMS,NULL,PAMS,H,H9,95,H5,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H996,OTHER QC SVCS/ORES & MINERALS,PAMS,PAMS,PAMS,H,H9,96,H6,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
H999,MISC TEST & INSPECT SVC,PAMS,PAMS,PAMS,H,H9,99,H9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J010,MAINT-REP OF WEAPONS,ERS,ERS,ERS,J,J0,10,J0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J011,MAINT-REP OF NUCLEAR ORDNANCE,ERS,ERS,ERS,J,J0,11,J1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J012,MAINT-REP OF FIRE CONT EQ,ERS,ERS,ERS,J,J0,12,J2,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J013,MAINT-REP OF AMMO & EXPLOSIVES,ERS,ERS,ERS,J,J0,13,J3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J014,MAINT-REP OF GUIDED MISSILES,ERS,ERS,ERS,J,J0,14,J4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J015,MAINT-REP OF AIRCRAFT,ERS,ERS,ERS,J,J0,15,J5,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J016,MAINT-REP OF AIRCRAFT COMPONENTS,ERS,ERS,ERS,J,J0,16,J6,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J017,MAINT-REP OF AIRCRAFT GROUND EQ,ERS,ERS,ERS,J,J0,17,J7,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J018,MAINT-REP OF SPACE VEHICLES,ERS,ERS,ERS,J,J0,18,J8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J019,MAINT-REP OF SHIPS-SML CRAFT-DOCKS,ERS,ERS,ERS,J,J0,19,J9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J020,MAINT-REP OF SHIP & MARINE EQ,ERS,ERS,ERS,J,J0,20,J0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J022,MAINT-REP OF RAILWAY EQ,ERS,ERS,ERS,J,J0,22,J2,Facility Related Services,Facility Related Services,Service,Service,Facilities
J023,MAINT-REP OF VEHICLES-TRAILERS-CYC,ERS,ERS,ERS,J,J0,23,J3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J024,MAINT-REP OF TRACTORS,ERS,ERS,ERS,J,J0,24,J4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J025,MAINT-REP OF VEHICULAR EQ,ERS,ERS,ERS,J,J0,25,J5,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J026,MAINT-REP OF TIRES & TUBES,ERS,ERS,ERS,J,J0,26,J6,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J028,MAINT-REP OF ENGINES & TURBINES,ERS,ERS,ERS,J,J0,28,J8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J029,MAINT-REP OF ENGINE ACCESSORIES,ERS,ERS,ERS,J,J0,29,J9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J030,MAINT-REP OF MECH POWER TRANS EQ,ERS,ERS,ERS,J,J0,30,J0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J031,MAINT-REP OF BEARINGS,ERS,ERS,ERS,J,J0,31,J1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J032,MAINT-REP OF WOODWORKING MACHINE,ERS,ERS,ERS,J,J0,32,J2,Facility Related Services,Facility Related Services,Service,Service,Facilities
J034,MAINT-REP OF METALWORK MACHINE,ERS,ERS,ERS,J,J0,34,J4,Facility Related Services,Facility Related Services,Service,Service,Facilities
J035,MAINT-REP OF SERVICE & TRADE EQ,ERS,ERS,ERS,J,J0,35,J5,Facility Related Services,Facility Related Services,Service,Service,Facilities
J036,MAINT-REP OF SP INDUSTRY MACHINERY,ERS,ERS,ERS,J,J0,36,J6,Facility Related Services,Facility Related Services,Service,Service,Facilities
J037,MAINT-REP OF AGRICULTURE MACHINE,ERS,ERS,ERS,J,J0,37,J7,Facility Related Services,Facility Related Services,Service,Service,Facilities
J038,MAINT-REP OF CONTRUCT EQ,ERS,ERS,ERS,J,J0,38,J8,Facility Related Services,Facility Related Services,Service,Service,Facilities
J039,MAINT-REP OF MATERIALS HANDLING EQ,ERS,ERS,ERS,J,J0,39,J9,Facility Related Services,Facility Related Services,Service,Service,Facilities
J040,MAINT-REP OF ROPE-CABLE-CHAIN,ERS,ERS,ERS,J,J0,40,J0,Facility Related Services,Facility Related Services,Service,Service,Facilities
J041,MAINT-REP OF REFRIGERATION - AC EQ,ERS,ERS,ERS,J,J0,41,J1,Facility Related Services,Facility Related Services,Service,Service,Facilities
J042,MAINT-REP OF FIRE-RESCUE-SAFETY EQ,ERS,ERS,ERS,J,J0,42,J2,ERROR - ERS or FRS,ERROR - ERS or FRS,Service,Service,ERROR
J043,MAINT-REP OF PUMPS & COMPRESSORS,ERS,ERS,ERS,J,J0,43,J3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J044,MAINT-REP OF FURNACE-NUCLEAR REAC,ERS,ERS,ERS,J,J0,44,J4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J045,MAINT-REP OF PLUMBING-HEATING EQ,ERS,ERS,ERS,J,J0,45,J5,ERROR - ERS or FRS,ERROR - ERS or FRS,Service,Service,ERROR
J046,MAINT-REP OF WATER PURIFICATION EQ,ERS,ERS,ERS,J,J0,46,J6,ERROR,ERROR,Service,Service,ERROR
J047,MAINT-REP OF PIPE-TUBING-HOSE,ERS,ERS,ERS,J,J0,47,J7,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J048,MAINT-REP OF VALVES,ERS,ERS,ERS,J,J0,48,J8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J049,MAINT-REP OF MAINT REPAIR SHOP EQ,ERS,ERS,ERS,J,J0,49,J9,Facility Related Services,Facility Related Services,Service,Service,Facilities
J051,MAINT-REP OF HAND TOOLS,ERS,ERS,ERS,J,J0,51,J1,Facility Related Services,Facility Related Services,Service,Service,Facilities
J052,MAINT-REP OF MEASURING TOOLS,ERS,ERS,ERS,J,J0,52,J2,Facility Related Services,Facility Related Services,Service,Service,Facilities
J053,MAINT-REP OF HARDWARE & ABRASIVES,ERS,ERS,ERS,J,J0,53,J3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J054,MAINT-REP OF PREFAB STRUCTURES,ERS,ERS,ERS,J,J0,54,J4,Facility Related Services,Facility Related Services,Service,Service,Facilities
J055,MAINT-REP OF LUMBER & MILLWORK,ERS,ERS,ERS,J,J0,55,J5,Facility Related Services,Facility Related Services,Service,Service,Facilities
J056,MAINT-REP OF CONTRUCT MATERIAL,ERS,ERS,ERS,J,J0,56,J6,Facility Related Services,Facility Related Services,Service,Service,Facilities
J058,MAINT-REP OF COMMUNICATION EQ,ERS,ERS,ICT,J,J0,58,J8,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
J059,MAINT-REP OF ELECT-ELCT EQ,ERS,ERS,ERS,J,J0,59,J9,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
J060,MAINT-REP OF FIBER OPTICS MATER,ERS,ERS,ICT,J,J0,60,J0,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
J061,MAINT-REP OF POWER DISTRIBUTION EQ,ERS,ERS,ERS,J,J0,61,J1,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
J062,MAINT-REP OF LIGHTING FIXTURES,ERS,ERS,ERS,J,J0,62,J2,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
J063,MAINT-REP OF ALARM & SIGNAL SYSTEM,ERS,ERS,ERS,J,J0,63,J3,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
J065,MAINT-REP OF MEDICAL-DENTAL-VET EQ,ERS,ERS,ERS,J,J0,65,J5,ERROR - ERS or FRS,ERROR - ERS or FRS,Service,Service,ERROR
J066,MAINT-REP OF INSTRUMENTS & LAB EQ,ERS,ERS,ERS,J,J0,66,J6,Facility Related Services,Facility Related Services,Service,Service,Facilities
J067,MAINT-REP OF PHOTOGRAPHIC EQ,ERS,ERS,ERS,J,J0,67,J7,Facility Related Services,Facility Related Services,Service,Service,Facilities
J068,MAINT-REP OF CHEMICAL PRODUCTS,ERS,ERS,ERS,J,J0,68,J8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J069,MAINT-REP OF TRAINING AIDS-DEVICES,ERS,ERS,ERS,J,J0,69,J9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J070,MAINT-REP OF ADP EQ & SUPPLIES,ERS,ERS,ICT,J,J0,70,J0,Electronics & Communications Services,Electronics & Communications Services,Service,Service,Electronics & Communications
J071,MAINT-REP OF FURNITURE,ERS,ERS,ERS,J,J0,71,J1,Facility Related Services,Facility Related Services,Service,Service,Facilities
J072,MAINT-REP OF HOUSEHOLD FURNISHINGS,ERS,ERS,ERS,J,J0,72,J2,Facility Related Services,Facility Related Services,Service,Service,Facilities
J073,MAINT-REP OF FOOD PREP-SERVING EQ,ERS,ERS,ERS,J,J0,73,J3,Facility Related Services,Facility Related Services,Service,Service,Facilities
J074,MAINT-REP OF OFFICE MACHINES,ERS,ERS,ERS,J,J0,74,J4,Facility Related Services,Facility Related Services,Service,Service,Facilities
J075,MAINT-REP OF OFFICE SUPPLIES,ERS,ERS,ERS,J,J0,75,J5,Facility Related Services,Facility Related Services,Service,Service,Facilities
J076,MAINT-REP OF BOOKS-MAPS-PUBS,ERS,ERS,ERS,J,J0,76,J6,ERROR,ERROR,Service,Service,ERROR
J077,MAINT-REP OF MUSICAL INST-RADIO-TV,ERS,ERS,ERS,J,J0,77,J7,Facility Related Services,Facility Related Services,Service,Service,Facilities
J078,MAINT-REP OF RECREATIONAL EQ,ERS,ERS,ERS,J,J0,78,J8,Facility Related Services,Facility Related Services,Service,Service,Facilities
J079,MAINT-REP OF CLEANING EQ,ERS,ERS,ERS,J,J0,79,J9,Facility Related Services,Facility Related Services,Service,Service,Facilities
J080,MAINT-REP OF BRUSHES-PAINTS-SEALER,ERS,ERS,ERS,J,J0,80,J0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J081,MAINT-REP OF CONTAINERS-PACKAGING,ERS,ERS,ERS,J,J0,81,J1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J083,MAINT-REP OF TEXTILES-LEATHER-FURS,ERS,ERS,ERS,J,J0,83,J3,Facility Related Services,Facility Related Services,Service,Service,Facilities
J084,MAINT-REP OF CLOTHING - INDIVID EQ,ERS,ERS,ERS,J,J0,84,J4,Facility Related Services,Facility Related Services,Service,Service,Facilities
J085,MAINT-REP OF TOILETRIES,ERS,ERS,ERS,J,J0,85,J5,Facility Related Services,Facility Related Services,Service,Service,Facilities
J087,MAINT-REP OF AGRICULTURAL SUPPLIES,ERS,ERS,ERS,J,J0,87,J7,Facility Related Services,Facility Related Services,Service,Service,Facilities
J088,MAINT-REP OF LIVE ANIMALS,ERS,ERS,ERS,J,J0,88,J8,Facility Related Services,Facility Related Services,Service,Service,Facilities
J089,MAINT-REP OF SUBSISTENCE,ERS,ERS,ERS,J,J0,89,J9,Facility Related Services,Facility Related Services,Service,Service,Facilities
J091,MAINT-REP OF FUELS-LUBRICANTS-OILS,ERS,ERS,ERS,J,J0,91,J1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J093,MAINT-REP OF NONMETALIC FAB MAT,ERS,ERS,ERS,J,J0,93,J3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J094,MAINT-REP OF NONMETALIC CRUDE MAT,ERS,ERS,ERS,J,J0,94,J4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J095,MAINT-REP OF METAL BARS & SHEETS,ERS,ERS,ERS,J,J0,95,J5,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J096,MAINT-REP OF ORES & MINERALS,ERS,ERS,ERS,J,J0,96,J6,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J099,MAINT-REP OF MISC EQ,ERS,ERS,ERS,J,J0,99,J9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
J998,NON-NUCLEAR SHIP REPAIR (EAST),ERS,ERS,ERS,J,J9,98,J8,ERROR,ERROR,Service,Service,ERROR
J999,NON-NUCLEAR SHIP REPAIR (WEST),ERS,ERS,ERS,J,J9,99,J9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K010,MODIFICATION OF EQUIPMENT- WEAPONS,ERS,ERS,ERS,K,K0,10,K0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K011,MOD OF NUCLEAR ORDNANCE,ERS,NULL,ERS,K,K0,11,K1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K012,MOD OF FIRE CONT EQ,ERS,ERS,ERS,K,K0,12,K2,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K013,MOD OF AMMO & EXPLOSIVES,ERS,ERS,ERS,K,K0,13,K3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K014,MOD OF GUIDED MISSILES,ERS,ERS,ERS,K,K0,14,K4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K015,MOD OF AIRCRAFT,ERS,ERS,ERS,K,K0,15,K5,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K016,MOD OF AIRCRAFT COMPONENTS,ERS,ERS,ERS,K,K0,16,K6,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K017,MOD OF AIRCRAFT GROUND EQ,ERS,ERS,ERS,K,K0,17,K7,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K018,MOD OF SPACE VEHICLES,ERS,ERS,ERS,K,K0,18,K8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K019,MOD OF SHIPS-SML CRAFT-DOCKS,ERS,ERS,ERS,K,K0,19,K9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K020,MOD OF SHIP & MARINE EQ,ERS,ERS,ERS,K,K0,20,K0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K022,Modification of Eq/Railway Equipment,ERS,NULL,ERS,K,K0,22,K2,Facility Related Services,Facility Related Services,Service,Service,Facilities
K023,MOD OF VEHICLES-TRAILERS-CYC,ERS,ERS,ERS,K,K0,23,K3,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K024,MODIFICATION OF EQUIPMENT- TRACTORS,ERS,ERS,ERS,K,K0,24,K4,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K025,MOD OF VEHICULAR EQ,ERS,ERS,ERS,K,K0,25,K5,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K026,MOD OF TIRES & TUBES,ERS,ERS,ERS,K,K0,26,K6,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K028,MOD OF ENGINES & TURBINES,ERS,ERS,ERS,K,K0,28,K8,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K029,MOD OF ENGINE ACCESSORIES,ERS,ERS,ERS,K,K0,29,K9,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K030,MOD OF MECH POWER TRANS EQ,ERS,ERS,ERS,K,K0,30,K0,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K031,MODIFICATION OF EQUIPMENT- BEARINGS,ERS,NULL,ERS,K,K0,31,K1,Equipment Related Services,Equipment Related Services,Service,Service,Sustainment S&E
K032,MOD OF WOODWORKING MACHINE,ERS,NULL,ERS,K,K0,32,K2,Facility Related Services,Facility Related Services,Service,Service,Facilities
K034,MOD OF METALWORK MACHINE,ERS,ERS,ERS,K,K0,34,K4,Facility Related Services,Facility Related Services,Service,Service,Facilities
K035,MOD OF SERVICE & TRADE EQ,ERS,ERS,ERS,K,K0,35,K5,Facility Related Services,Facility Related Services,Service,Service,Facilities
K036,MOD OF SP INDUSTRY MACHINERY,ERS,ERS,ERS,K,K0,36,K6,Facility Related Services,Facility Related Services,Service,Service,Facilities
K037,MOD OF AGRICULTURE MACHINE,ERS,NULL,ERS,K,K0,37,K7,Facility Related Services,Facility Related Services,Service,Service,Facilities
K038,MOD OF CONTRUCT EQ,ERS,ERS,ERS,K,K0,38,K8,Facility Related Services,Facility Related Services,Service,Service,Facilities
