systemequipmentcode,CSIScontractID
158,24578053
191,24565551
ZOP,24885848
155,3054266
174,9206390
174,24579233
3BJL,20156046
515,2934928
CAA,17771402
1DEE,491988
278,7982354
2BJM,18885467
ZOP,24882808
278,24814372
1AIC,9212497
200,1404930
156,24581102
1AHC,9213402
2GSG,2979589
3AFF,9892769
1AHC,9180916
ZOP,24741088
ZOP,19422311
ZOP,10125899
3BTN,4059773
198,18983181
212,25854871
2AFU,18951288
1DBV,482718
ZOP,24725230
3AMB,9899098
1CMC,495743
101,19222491
2ZOP,18679356
CAA,26387893
2AFX,4077117
3ARE,1160769
554,1403290
284,2970491
220,10092408
178,3589086
2AFX,3236346
191,9207464
1CNE,495813
1AIC,9212895
3ACA,4070378
2ZDE,19186839
341,24570106
125,9936641
3AFH,20205560
3ACD,1200453
2APC,3236415
3ACD,9906095
1AHA,9140283
530,18911588
ZOP,10121923
3ABC,9837001
349,9814207
2AHA,18891027
201,1382378
168,5290538
ZOP,19110590
198,3040006
548,1391721
3ABK,9886861
369,25665900
1ZOP,9324904
1DJN,9175815
3AAA,18970405
2AEB,18885228
212,22777606
5ZSE,9319779
125,10071806
ZSE,9334881
3AFF,9846589
1DJN,485908
2CMI,NULL
ZOP,8641915
ZOP,9275055
2BTF,18884930
3BSR,1189254
181,5291531
158,7949106
299,7971813
3ACR,20456744
3ACN,1188010
161,18684015
1DJN,484494
174,7986516
ZOP,24776800
4CAA,621272
2BJM,18887093
2ZDE,19187652
2AVG,18774826
3AFF,9847170
ZOP,26316098
3BSR,9913917
M09,9374736
212,3575423
2AVG,3556753
299,7977661
3AFA,4085879
2AHV,3241059
2AEB,18950200
124,10086148
1CAA,621619
515,2931702
2AHV,18952779
3ATB,20205105
156,24578875
1GIL,495804
341,24566485
1AIA,9208829
191,22776481
3ZOP,9925601
ZOP,9372513
234,3043676
ZOP,9922184
115,24578354
2AED,18950065
124,9839001
161,3479470
168,10048177
191,18662267
1AHC,499499
156,25557453
ZOP,1433244
3AFH,9939644
178,17644780
ZHK,19101110
108,7937067
3AFC,4078647
2AHV,4037230
CAA,9824808
2SBI,3464871
2BCE,18949103
2SLK,NULL
2BJB,4036460
2ZOP,19254789
1CMC,495328
2SEA,18691436
CAA,16979207
2AHV,18895696
CAA,2348741
ZOP,24780023
341,9208919
125,9840995
ZOP,10126898
210,2965412
2SEA,3565159
3ACD,4180950
3AFC,1201456
333,18801977
102,10067752
156,24577816
1AIA,9196715
3ACR,9902642
349,18094749
148,24613226
2ZDE,19052072
106,5289404
198,18984180
2ZBC,19427079
180,3047406
1CAA,9422403
106,7973889
3BSR,9894959
2CNJ,2967054
2AVG,18948697
299,24560703
1AIC,9204070
125,1392198
N21,9933010
125,25654626
3AFH,20457161
2SJS,18970710
2AVG,18955172
1AIA,9205663
2ZDE,19186653
ZOP,24610148
191,25854974
3ZOP,9919876
2AHV,3240246
3AFF,9847983
3ZDE,9919693
2APC,18954003
5ZOP,9276595
201,9838832
ZOP,10122922
ZOP,3476265
351,1392390
3AFF,4079051
3BSG,1189243
CAA,18176545
548,10086248
274,9863259
125,9936827
1EDK,9172590
ZOP,9275058
203,1384008
125,9937222
2BSH,18885673
1DBV,9197222
CAA,2340606
2AFX,20456690
ZHK,8440353
3ABC,20457071
1AHK,9181564
2AHP,3236389
2GFH,NULL
1AIC,496765
2SJA,18858282
555,10098417
M16,24711096
212,18659725
1EDK,489361
2CNJ,2966241
1CMZ,496511
2ZBC,19187194
3ABH,4044014
3AFF,9885524
3AAK,4084765
3ACD,4031862
5ZSE,9323586
161,18684018
198,18664029
5ZSE,9324814
ZOP,10127313
125,5272773
ZHK,14371566
2AHP,18898079
1AIC,499805
ZSE,9337689
746,7970895
102,10067749
198,19442596
3BSG,1190056
3AFF,4089353
125,10075427
125,10058278
3ACR,9904119
2SEP,18858315
2BCE,18949106
3GAJ,9847563
3GYA,9886648
128,9186925
2ZDE,19104658
1ZOP,9290818
2AHE,3238097
3BSN,9901546
1GRV,9134136
3GXJ,NULL
2GFH,18688136
1CAA,18401704
2AFU,18889542
ZOP,10124545
ZOP,24791201
180,25008552
3BSG,1187431
ZOP,26319324
3ACR,1191338
CAA,2341021
N02,18820539
3AEC,4070831
156,24578417
2BTD,18656605
2AED,3238302
1AHK,9206224
2SDA,18952608
2ACN,18657023
198,18662821
174,7989928
220,25861377
2AHP,18950336
2ZBC,19427076
1ZDE,9279484
2SJW,18698394
3AFH,1199521
2APC,18951776
171,2995030
1GIB,9126364
115,9206802
2SEP,2962256
3BSR,9902971
1DJN,489134
CAA,9421895
ZOP,24674722
1AIA,18897082
198,19239817
125,9938035
3ABH,9903265
2AHD,4181302
1CMC,495620
ZDE,9917919
125,10070930
3CAA,9870755
ZDE,24749535
158,24529523
197,25022164
3AFH,4078229
3AFH,9845810
2BTD,18656791
CAA,8040112
234,3043447
2AHD,3239910
2GQD,2905857
1AHA,9211810
2SLJ,2967658
3BSN,9905187
2AHV,3241119
2AHV,3236897
2AHJ,3240232
2AHV,18895467
1AIA,9196300
220,1360297
2AAC,19297756
ZOP,15500345
CAA,2340543
354,16596752
299,7961096
ZBC,9322467
746,24613121
180,3054084
126,3252142
1CNE,9199414
2AAE,2980103
125,9836833
503,10098168
1AIC,500927
ZDE,19249688
3BSG,4063148
181,26344169
3ACD,4192832
2SBI,3465701
3ZDE,9919215
ZDE,9284255
1AHK,9181458
ZOP,8316500
2ZDE,19142700
106,7935890
148,24613641
ZOP,24582634
3AFC,4084266
210,2965349
2APC,18955045
2ACD,4085282
3ACR,1190030
3ACD,9837608
3BSS,4042551
2ZOP,19141685
337,2985101
1DAL,15480957
115,7987987
106,7935077
299,7965902
174,7989450
174,24571387
2SBP,18676330
1AIC,9123283
5ZOP,547813
167,3457837
ZOP,24894169
CAA,18401797
2AHP,18950522
181,10059887
178,25744501
1CAA,621679
103,10062041
ZOP,24675701
289,18659799
2AFX,4252797
ZDE,19175934
ZOP,9821732
3ACA,20241908
3AFH,1188927
2AED,3240695
ZBC,24893987
166,1431202
1DJN,9177564
1ZOP,9303118
1DBV,485068
ZOP,8349524
296,9130835
3AFF,9835288
3BJL,4085074
124,1373642
1AIC,9186735
246,24560306
571,16669291
1AIA,499377
3AAK,1191776
125,9936349
3AFF,4077886
3ACA,20157208
5ZDE,9333518
200,1404867
174,24606638
1AIC,9212726
CAA,18176588
M16,24711431
3ATB,9896633
3AEC,9861320
316,10048153
168,10061828
212,18114508
3BJL,4085489
2AHR,4062373
ZHK,1226189
5ZSE,9324170
369,10109239
2AFX,18951936
2SJW,3367509
CAA,621649
ZOP,8477135
125,1384707
575,9187334
1CAA,9824841
CAA,8041111
5ZOP,9321255
2SJW,18987204
1AIA,18097642
3AAK,4077669
CAA,10039930
2AVG,18888036
3ACR,9888012
2BTD,20250072
126,18907302
CAA,8331813
ZHK,8439772
5ZDE,9282346
2CNZ,2965625
554,18701092
1GVE,9127018
156,24579522
2AVG,18955129
125,1382895
3AAK,4031841
3ABC,9846719
3BSH,1189548
ZOP,19247169
524,1415938
201,10083586
1ZOP,9273795
2AFX,3239615
106,5289819
5ZOP,9285374
369,10110653
1AIA,487309
258,2985719
158,24580280
2BTK,18885722
ZDE,10124628
106,7934078
294,24500714
157,7951266
3BJL,20155402
161,18686474
1DJM,485054
181,9897918
201,1382856
ZOP,9943326
156,18923677
161,3480054
102,22544626
1AHC,501079
125,10071328
ZOP,24743607
2AEB,18884813
168,10062455
3ZOP,9917941
M16,24710804
3AEC,9890122
174,24581228
2BSH,20393069
2AFX,9846816
124,1402212
180,3050048
161,3479639
CAA,24604319
178,3589209
3AFH,1201287
1DAF,9171743
548,1382939
125,5272544
ZOP,10122507
ZOP,10119281
CAA,2340128
2SJF,2967648
M16,8221685
2SDN,18691971
220,9888172
2AFX,18900180
ZOP,24811095
5ZSE,9285481
3AEC,4073184
3ADG,9883984
ZSE,9285415
1AIA,496569
3AFH,18955965
1GVE,463746
3ATB,20252470
178,17004083
1AIA,475427
174,7988637
ZHK,3441956
ZOP,9922247
125,10071743
ZOP,19423645
2AHP,4032208
1AHC,9207136
1AIA,9846652
1CAA,9422446
M17,17615453
1DAM,9202567
ZOP,9372991
1CNE,9197373
3AFC,4086307
1CNP,495447
1AIC,9205175
3ACD,9836795
156,7986347
2CNJ,2966364
524,1387136
549,18917404
284,18701481
ZOP,10122089
755,9886834
3AFH,9939060
5ZSE,9292746
ZSE,9324705
220,18785710
369,19557338
ZOP,10127021
2SJW,3367506
124,10063028
2SBI,3465100
2GFF,18776363
755,10062683
180,3049630
3AFF,4063299
1AHC,496645
200,9883966
156,24580521
280,18656959
ZOP,3346965
278,9211073
4CAA,2339940
282,7983653
3ACA,4070544
542,19241688
5ZOP,9319214
ZBC,19426686
3ACS,4073416
2AFX,18900993
125,10057863
125,9936163
2AEB,18665134
3AFF,9846463
5ZOP,543774
180,3053088
101,18664118
3BTN,4083603
3ZOP,9919335
191,24566029
5ZOP,9285377
ZBC,541763
3BSN,1188476
234,3043633
2ZDE,19109049
2GCA,18675838
3ACR,9935669
3AFH,9913298
2AVG,18894299
554,18701089
161,18686471
4CAA,9421395
2SBK,NULL
1AIC,9183114
548,26366016
2AHD,2975597
5ZSE,557887
3GBN,9844425
1AIC,9137083
2AHV,3238895
1BTP,18658233
3ZDE,9919401
ZSE,9320065
2BSH,20155454
125,1361358
125,10049788
1AHA,9136765
234,11106769
365,18779907
178,2966723
1BTP,9212255
191,9207527
238,16648198
ZOP,10125421
156,7986742
2BTF,18953294
ZBC,19108968
156,18923674
369,19535675
N02,24110531
3AFA,18957040
3BSR,9886051
3GBN,18065405
157,24537010
3ACA,9911853
2AEB,18892261
3GNP,1157681
1CAA,18402245
3BJL,9913084
3AFA,4078491
2AVQ,3573851
282,18905374
3BSJ,9911140
1DJN,9177750
3BSN,9902087
1AHK,18902157
289,18661030
299,7977598
185,1423629
201,9892815
174,7989052
3ACA,20439941
2AVG,3343217
1AHC,9211653
1ZDE,9287513
1AIC,9210084
5ZOP,9311368
102,5272589
2ZDE,19187008
1GRU,9124859
3ACR,4043039
ZOP,24775632
3ACR,1191796
2ZBC,19426724
2AFU,4079463
2AAE,3242587
CAA,2348910
3GNP,1160492
2ASF,18951564
1ZOP,9265949
212,14396549
1AIA,496383
1EBA,488713
N02,19244136
503,1422662
3AFH,9937895
ZOP,24609793
1AHK,9205577
549,2960993
ZOP,9270312
548,5291549
174,24571802
1CPA,494777
2ZBC,19187131
ZDE,19187464
128,24535001
401,1383629
258,19352537
ZOP,543528
3AFH,9939707
ZOP,26384648
125,9937992
2SCS,3465698
2SEA,3572819
2AFU,18889708
148,497910
2AHJ,3237192
3ABH,9904201
4CAA,621335
1ZOP,9301721
333,18800334
ZOP,18802510
M16,24502575
1GII,18108161
3BSN,16689511
3ACR,1187574
3BSN,1189518
2CNY,18665218
1ZBC,9269756
ZOP,24726979
1AIA,9212221
3ACA,9912895
1AIA,9204206
2AFX,9930580
369,10101994
128,24534586
1AHC,498623
115,7987572
2AVG,18951674
2AFX,18906675
1CMC,9197180
299,7959453
115,24569695
2AFX,4079281
115,9211130
3BSH,4085514
115,9206739
N02,19074490
3GXO,1198367
CAA,2340958
374,18801863
ZOP,9270727
116,22780549
2ZBC,19427139
157,10064248
406,2961713
2ZOP,19062956
ZDE,19255138
3ACR,4073713
1AIA,9205205
2SJW,18987619
352,9437809
554,18698696
115,24566655
274,9863322
220,25855177
1DPI,9173336
ZOP,1314292
1DAL,17583099
ZOP,19099936
1CAA,9421865
1AIC,9212958
2APC,18665279
2AFX,3238218
2ZBC,19164240
N21,10072901
M01,19568855
1DAE,483580
1CAA,17729337
ZOP,24743146
181,18935178
1CNC,494640
3BSR,20158233
156,7989739
2GMY,18622631
201,10068893
168,5272101
220,10078591
1ZDE,9285684
125,25654563
549,3242913
ZOP,19249748
2AVG,18954714
ZOP,15473186
115,24578998
191,9209044
ZOP,24896980
178,11118011
1BTP,9205073
3AFH,9938894
1DJN,488779
3AFH,9913069
212,18659267
3ABC,4083406
3ACR,4070905
3GDH,1198597
3AFF,1188936
294,24506519
549,19441021
1AIC,496307
116,18924322
212,3580919
ZOP,10122092
3ACD,9898833
ZOP,8258790
206,25866088
3AFH,9934795
260,7934929
ZOP,9886412
N28,10103819
5ZOP,10347361
2GBC,2962096
1ZOP,9946975
1AHA,487376
3AFH,1199644
ZBC,19417984
156,7989553
1DPH,9180462
3AFF,20455756
276,22194744
156,18923445
548,10061900
2BSH,20393484
108,7932261
ZOP,9373160
148,9203798
575,18632542
ZOP,14490466
601,9181627
1GBX,9134874
378,2961448
3ACR,9935666
3AFH,4026307
5ZOP,15468689
ZHK,24725282
161,3479407
3ACA,4070315
ZOP,10120864
2BCE,18899116
ZOP,10123088
346,24531154
2AFX,18886718
ZOP,9333180
M15,10115153
1CAA,2341157
106,25465562
1AHK,9209447
1EBS,NULL
ZDE,8497158
324,5286517
115,24570694
548,10086311
3AFH,1199060
397,18944971
369,25665837
3ACD,4071547
125,10050973
1DLD,9173352
3CNQ,9870620
2APC,3239701
2ACC,18678575
M16,24710847
2AFU,18949539
2AFU,4043645
1EBT,489400
1CAA,620451
1AHK,493609
ZDE,9285254
168,25660613
3ACD,9845514
3BSR,9894896
198,18820857
3AFH,4077462
3ABH,9889863
178,17563120
116,22781777
108,494777
1GFH,NULL
1AIC,463635
ZOP,10119865
369,1424201
401,11143014
2SII,19267346
1AIA,9211408
220,26378960
134,18922637
M93,18768723
ZDE,19254139
CAA,25185016
2AEB,18886393
M16,7997970
1ZOP,9273274
2ZBC,19426538
125,10071159
125,25662575
ZOP,24815486
3BSR,9910648
2AAF,3237391
101,18663102
3AUJ,1160821
3AFC,1187719
CAA,8041154
2AHR,3236587
ZOP,10120051
3ATA,4085696
2AHQ,18950352
100,8295425
212,19407950
5ZOP,9332490
2BTF,18885574
3BSR,9912646
3GMC,9845263
115,7988173
1AIC,487419
3ACR,1187760
3AFH,9939893
3ACA,20242137
1DJN,9140624
2FTL,18753991
3AFF,9836058
ZOP,10123486
156,18923448
2AHJ,18888314
1AHK,9123270
3ACD,9903868
CAA,9421251
1ZOP,9291774
168,10061476
156,26428835
299,24545738
1GBX,9134877
248,10127847
2AFX,18664812
1AHC,487614
180,17004105
2GAU,18755496
299,7959267
ZDE,24887634
2GAP,NULL
103,1359897
2AFX,18953791
746,7959531
1CAA,16602315
5ZSE,9285315
1ACE,594647
115,9209321
166,9823331
548,9892732
125,9940803
161,3479410
3AFF,20245194
548,1360005
ZDE,19254952
ZBC,9917256
1AIC,4181348
2AFU,3241626
234,17685752
369,10109073
ZOP,9270126
1AIC,501969
3ZOP,9918110
124,10062195
2AFX,18951979
2BJB,18906765
116,3256678
ZDE,9923598
1AIA,9122317
234,3403054
3AFF,9837681
1ZOP,547884
125,10082231
115,9206553
220,1390098
178,3589023
1AIA,500024
198,18983138
191,9206694
166,10118009
341,24566133
ZOP,10125086
246,8088602
ZOP,9287398
580,7930630
1ZDE,9285498
1DAI,9177826
2AHJ,4058985
ZOP,19415819
M16,24710452
ZOP,10120466
CAA,24604485
2ZDE,19187609
ZDE,9921371
333,18800520
ZOP,9922828
1ZOP,9292169
219,2996656
3ZOP,9918920
2ASF,3239612
185,10097950
1ZSE,9285326
3AFF,20248606
1AIC,9124677
1CAA,620454
181,10045300
3ACA,4070733
M16,8222100
746,9202820
5ZOP,9274431
3ACR,20241562
ZDE,9323817
2AAC,19301274
601,9172659
ZOP,19163345
1ACE,507640
274,9863385
3BSR,9911398
ZOP,10121030
ZDE,19180554
156,9204329
161,3480177
198,18983287
180,3053503
1ZBC,9287489
2ZDE,19104366
571,10080527
2AED,19445667
401,16670541
1AIA,9139174
156,7987283
3ACS,9902823
2ZDE,19142763
378,3243643
1CAA,9421510
1AHK,501621
1AIC,499885
2SCS,3465761
2HDK,18704999
1FFL,459368
352,9448400
2AFU,4077588
ZOP,9920478
1AIA,9205560
548,1382358
1ZDE,9285037
3GAI,9836123
1DAM,9203546
1AHK,9205932
1AIC,9212603
1CNP,496675
ZOP,622443
ZOP,26380151
198,1422148
2AAC,19297693
3ZDE,9918986
ZOP,19415756
258,3528294
575,9187520
274,9835393
ZDE,19187421
1CNR,495649
ZBC,19162098
ZOP,24740982
174,24571845
1DLD,9173601
1DBV,486047
ZOP,24732970
2ZBC,19103888
2ZDE,19187360
ZOP,9285234
ZDE,9324232
156,24580810
161,3479762
297,24579757
ZOP,9328208
ZOP,18108371
125,1382208
ZOP,9373220
3ACR,9884454
134,5287649
2SJW,2967464
ZOP,9326396
116,18939765
136,7969110
337,18729184
1AIC,9172105
1AHC,487262
ZBC,25657257
115,7984990
180,3048863
3ACR,9939353
N21,10072735
3ABH,18953237
3ADG,1160131
156,24579814
3GAJ,9847251
1AHC,9199768
M16,24950563
1GHL,9171520
2AHV,18893366
125,9936930
3ACD,20212051
ZHK,3441664
766,18658751
1EDK,9172693
115,7986009
1ZOP,9268591
ZOP,19139744
ZOP,24713345
530,2960982
3AFH,9935439
1DCP,9177748
125,10071514
1EBB,4196658
2AHV,18948265
1CAA,18079392
158,24580051
2AHV,18951488
ZSE,24778143
ZOP,8163207
1AIC,20455640
2AVG,3236851
ZHK,24867583
156,18923800
ZHK,16766846
299,7946509
3BSR,9914229
549,3425672
220,18787184
157,7943317
1CAA,9824901
3BSR,9913210
ZOP,10122215
ZOP,10124442
106,5289696
3ZOP,9925309
2AHJ,4083645
1GVE,9126706
1AHK,498813
2AHP,20456816
3BJE,4083059
2SJS,18969605
102,25662764
831,2983299
1GKB,NULL
N21,25662065
3BSR,4087195
1DCP,9171382
294,24500711
3BSG,9902668
106,5289693
2ZBC,19051694
2BTF,9893518
548,9842247
198,18983078
1ZDE,9273344
156,24580999
126,18920080
M73,19549848
CAA,18406460
258,19353101
125,9939761
1AIC,9205799
180,2964183
298,25465805
126,18917040
171,2994718
2AAC,19297069
157,24534222
2AFU,18954408
2AHP,4066480
ZOP,24882705
116,18924365
ZDE,9922536
125,10071909
327,22150967
N30,8221353
1FFN,484309
1AHA,481883
ZOP,24780733
2BSH,20393441
125,26208167
1AIA,18954477
282,19232349
260,7931846
548,10086354
2BSH,20393049
271,25557161
106,7935057
ZOP,10121611
258,18801266
3ACS,4083927
ZDE,9921308
M16,24657594
2AHP,4083483
1AHA,9141783
1ACH,9346601
CAA,24604153
180,3046696
3ACD,20241125
333,18802080
1AIA,482500
158,24580260
1AIC,502321
3AFC,20457204
503,26379413
ZBC,8311738
1EDK,489049
1AIA,501876
349,25666276
3ZDE,9924708
3BSR,9875686
M90,18700676
1GIF,19494045
2BJB,18951113
3AFF,4083402
ZOP,14336343
1DBV,486860
3ZDE,9917569
1AIA,18897165
1HYU,486980
401,1383672
3AFB,1188548
4CAA,621192
3ZDE,9918359
178,2966932
2AFX,18887465
ZBC,19429909
1DJN,9171527
125,1361813
ZBC,3439867
125,10075739
548,22788423
349,17895823
2SCY,2965833
370,9203049
220,18660489
1ZSE,9291028
2ZOP,19141519
ZHK,9336169
156,7987469
278,9211159
2ACD,4032673
3GNP,9863260
3AFF,1158511
ZOP,10122424
2AEB,3238958
3BSR,9912417
246,19413989
1CNE,493898
3AFH,4062666
369,10104576
M73,25665626
150,24524804
503,10098294
1AIA,502082
ZDE,18855574
ZOP,14504807
102,10067855
524,5272935
178,18864551
181,9942558
1CAA,620909
3ABC,4077123
3GNV,1182953
2HDK,2977252
ZHK,24725345
1DEF,485231
2CNJ,2966344
571,10080318
116,22781820
125,10075341
220,9901388
1CMC,494435
3ZOP,9922272
ZBC,24881186
1DCP,483802
3AEC,20195082
CAA,26429327
2ZDE,19104761
ZOP,9372410
530,18909072
1AIA,9204956
3AUJ,1160781
278,24578128
1CMC,9197827
3ACD,20211633
5ZOP,9319048
1AHA,499447
125,10071096
164,18686247
782,10050537
549,18894078
2AHV,18895779
278,9208932
CAA,2340108
2GRK,3238395
126,18660261
2BTF,4085860
1FVI,481220
2AFX,18887259
278,24568888
200,1404827
ZSE,24775541
N02,19243678
125,9937743
1CNE,16669613
125,9936329
CAA,621108
116,18922762
3AFH,4059440
ZOP,10126815
106,5289487
2AAE,18885070
CAA,2340500
5ZSE,9324711
2AFX,18955663
3AFA,4077329
201,10083483
503,9830669
364,18892423
3AFH,4077004
2APC,3241556
3AFH,4079022
ZOP,10120821
CAA,18176648
2SDI,19265891
1CNP,495467
1DJN,9189841
2ZDE,19256743
3GBN,9845653
2SCA,18775926
3BSR,9903054
ZSE,3557794
1AIC,500094
3ACD,9885826
3ACR,20249219
124,22618573
575,7959425
548,1392846
3AFF,4079157
1DAM,483921
5ZSE,9319862
ZOP,15501278
ZOP,26319427
ZOP,24897020
3AEC,9904211
1AIC,9213184
3ABK,9886778
2AFU,18951826
1GHL,9197096
125,10045294
224,5290531
369,25781440
178,2966371
168,9836868
212,3577570
156,14459319
294,24499735
1AIA,500253
2AAC,19297112
178,3588960
168,10072070
2AFU,18949811
126,18920060
1FVH,9304873
2SJF,3434952
352,9434311
220,3577833
125,10075905
125,10050140
220,3051345
ZOP,9303628
103,10049910
282,18922749
3ACR,9902370
ZOP,9919270
1AIA,9205789
3ACD,4070674
2AFU,18893100
124,9883910
1AHK,9204475
2BSH,18887359
1AIA,502251
125,10071866
3ZOP,9920025
2AVG,18893947
3ACD,1189215
ZOP,24741838
ZOP,24792887
1CAA,9422280
362,10094915
1DAM,9171704
ZDE,24882121
3ACD,20464047
174,24577670
ZOP,19099953
3ACD,4083784
M16,24710970
3CMU,1198779
515,2932575
3ACD,1199580
1AIC,487402
1AHC,9139482
2GNF,18752530
185,10082278
3ZDE,9919567
337,18689456
2GSG,18751034
352,18082243
ZHK,24862714
3ABH,9903139
125,10074093
ZOP,24815672
3AFH,20195072
515,16997343
548,10086145
1AHC,501829
548,22787381
ZDE,26429388
346,7943724
746,24556267
106,7936660
258,19265716
575,24530977
ZOP,19250727
234,3043799
3AFF,9883775
3AHD,20230221
1ZOP,9285033
2ZDE,19187775
3AAK,4037629
1AIC,9212955
1ZOP,9276769
2ZDE,19186779
156,24565473
2AEB,4181177
3BSR,9911587
ZHK,8326227
2SDK,NULL
2AVG,18948219
2AVG,3239705
1AUB,NULL
3GAI,1157534
158,24570376
3CAA,9823164
M14,3225750
2ATC,18664874
ZOP,18803028
3ACA,4071709
3AFH,9938728
125,26152644
3ADH,1189728
592,25252728
3ACA,4085818
ZHR,8440087
158,501091
1AIC,487797
3ZOP,15479454
1AHA,9134621
3ACA,4084613
CAA,2341107
3ZBC,1196126
ZOP,8148308
124,1403191
191,18661328
1AIA,481710
1CAA,9421676
ZOP,10127376
3BJL,9892898
1BTP,9212192
1CNE,491671
106,5289862
ZOP,15479469
3AEC,1160633
125,10071471
1CAA,9421699
125,10057800
369,19527663
1AIC,9207027
3AEC,4070914
2CNJ,2967134
3GMC,1159538
5ZSE,570831
1AIC,482155
3BJL,9888676
3ACS,9844369
1DBV,9140680
515,16663853
3GBN,9835726
181,10062240
369,10106365
ZOP,10122049
3ACA,4070504
2AHJ,18888274
ZSE,3557356
1DAF,485188
3GBN,9845275
1GHN,9140420
ZOP,19251540
3ACR,4084433
M16,24711159
746,7966982
ZOP,9923724
ZOP,9276349
158,25465522
ZSE,24792919
5ZOP,9287352
2SJS,3242153
503,1423887
404,10062261
1AHC,9204846
2GFE,3239028
401,10069563
2ZBC,19109029
101,16713500
ZOP,9921497
CAA,2340294
ZOP,24795111
202,7983698
2SBI,3465558
2ZDE,19103762
156,7988906
3AFH,9939541
ZBC,10121967
1DAM,9183486
201,10080005
3BSR,9913791
3AFH,9939933
1CNC,495367
M15,10115173
3ATC,20218846
330,18659835
180,3048093
3ACD,1158896
ZOP,8321286
2SAF,3465321
2SDN,3478349
3GNP,1160472
8712,24842173
2ACD,18954193
ZOP,9167361
2BTF,9901716
233,9124874
156,24570136
524,1387096
2AHP,3242360
ZOP,24751702
1ZOP,9273254
2ZDE,19426412
2SIK,18880696
1ZDE,9269952
5ZDE,9296996
ZDE,9292765
125,1392719
2BTF,3237681
261,10072168
178,2966557
3GYU,NULL
240,18658006
2ASF,18665273
1AIA,9846609
254,9204678
2AFU,18889665
174,24571822
766,25854896
530,18912066
1DGG,NULL
3BSR,20252525
300,1186850
3ACD,1160579
166,10117989
ZBC,19422607
ZOP,24792678
134,3255889
1AIA,9136990
2AAC,19297713
1HYC,495894
2AHV,18904873
369,26379847
1DAI,483817
330,7983698
1ZOP,9286862
5ZSE,9319693
2ZBC,19106533
ZHK,1261609
1DJJ,NULL
2BTD,18884874
1CMZ,493557
3AFF,4085191
2GCP,NULL
3GNP,10355350
2ZDE,19426621
ZOP,24887365
1AIC,493018
CAA,8040069
106,7935243
2AHD,20455783
201,9898414
125,10076114
ZOP,9284816
ZBC,9921000
174,24579542
360,18169878
ZOP,9373034
1DJN,485971
3ACR,1186635
3BSN,9905336
1AHC,9207073
ZDE,24887783
115,9206530
M16,16675245
298,5254705
1CNE,494479
1AIC,463615
CAA,8041068
2CPO,18656549
ZHK,8252081
CAA,15501944
ZOP,10123048
2BSL,19412009
1DPI,9173462
2SBB,3113250
125,9938304
2AFX,9930577
161,3479596
CAA,621297
3ATB,9890012
1CNT,496428
2AHV,4031777
299,9171464
3AFH,9934606
134,22782213
3GDL,9862868
M16,24711368
3ATA,4078205
1DAM,9178657
3BSR,9911773
2AFX,18889254
ZOP,24674430
158,24578740
2BJB,3100942
371,2963501
191,9207567
3BSR,1189317
5ZOP,9311408
549,18663330
ZDE,10119241
1AIA,9213529
156,24569117
2ZOP,19141725
ZSE,8497356
1CMC,9197807
ZOP,24685940
2AAE,3237300
1AIA,9846612
180,494067
ZOP,15475015
1CAA,9421490
3BSG,1191991
349,17838571
1ZOP,9286865
2AHV,18895822
3ZOP,9919212
3BSP,9888870
2ZBC,19254911
282,18897176
2AHR,4042665
2BJB,18951883
ZOP,10119241
2AHD,9211890
ZBC,24686253
2AFX,4077990
158,7988356
3ACD,20252921
3ACA,1201116
ZOP,25571909
3AFH,9896733
1AIA,9180711
1AIA,9213343
1AIC,4067305
191,26205175
300,9862296
3ACA,4070690
1EDK,9140645
124,9900229
515,19407837
ZOP,19423184
276,22194741
1CNE,497914
2BSH,18900718
3GBN,1158637
126,18663547
ZOP,8164000
125,26366017
178,18710388
178,2966597
3ADG,1159716
1AIC,500220
3ACD,9910715
ZHK,8440479
156,10053942
3ZDE,9918296
174,24571467
116,26207809
3AFH,9939186
5ZSE,9324691
ZOP,9270249
ZBC,24893881
N02,19243658
1CAA,18402165
1AHC,9211756
3ACD,4070611
782,1359402
ZOP,9303087
ZOP,9287295
548,10080154
ZOP,18802175
2BJM,18955245
156,24577939
200,1404558
180,16671445
212,19409659
2BJJ,4044574
3ACA,20456735
2SLJ,19350855
125,10050681
CAA,9884911
3AFH,1198980
2APC,18957564
3AFH,9939767
3AEC,4042862
3BSR,9911939
3AFC,9942578
181,25660627
2AEB,4033068
1AIC,496599
2AVG,18887744
1CRV,4031105
125,9937056
1CNA,492862
201,1382564
3BSN,20250061
2ZDE,19104429
2ZDE,19058398
2ACG,3241175
134,26206768
1AIA,9209473
2AEB,4031445
156,7987054
2AFX,3238095
549,3244954
CAA,25184893
2AFX,4181897
2GAU,18768088
1CNE,495936
3AFH,9938771
1CAA,9421739
3ACS,9844326
1ZDE,9272405
2AHP,18895623
125,10052304
158,7987606
ZOP,19253910
3BSP,9901522
CAA,2348970
300,9881274
2AFX,20205172
ZOP,24889240
103,9861509
1AIC,9171212
2AHJ,18657274
ZOP,19415693
3ACR,1194418
278,9211176
2AHV,18949739
N21,9932781
3ABC,1200702
2SKF,NULL
2AED,18889902
M16,24711511
5ZOP,9310661
175,484895
128,7951439
1AIC,9124803
3ACD,9835507
5ZOP,9292118
3CAA,1178518
