"CurrentBaselineCurrentEstimate.Tymil","Econ","Qty","Sch","Eng","Est","Oth","Spt","Total ","APUCcurrentEstimate","Platform","Source","Section"
"4.957","0.12","0","0.5","0","0.27","0","0.035","0.925","5.881","MEADS","2011-12","Missile"
