"CurrentBaselineCurrentEstimate.Tymil","Econ","Qty","Sch","Eng","Est","Oth","Spt","Total ","PAUCcurrentEstimate","Platform","Source","Section"
"5.272","0.189","0","0.309","0","0.408","0","0.042","0.948","6.22","MEADS","2013-12","Missile"
