"CurrentBaselineCurrentEstimate.Tymil","Econ","Qty","Sch","Eng","Est","Oth","Spt","Total ","APUCcurrentEstimate","Platform","Source"
"70.79","0.142","14.795","-10.502","14.564","10.682","0","16.609","45.29","116.08","RQ4","2013-12"
