"Description","Year1","Year2","Year3Base","Year3OCO","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","Platform","Source","LineItem"
"1: RDT&E AF, PE 0305220F, RQ-$ UAV","0","82.906","0","0","0","0","0","0","0","Continuing ","Continuing ","NATO AGS",2012,"Other Program Funding Summary"
