"Description","Year1Actual","Year2Estimate","Year3BaseEstimate","Year3OCOestimate","Year3Estimate","Year4Estimate","Year5Estimate","Year6Estimate","Year7Estimate","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source","Agency","Account","BudgetAccount"
"P018: NATO AGS","22.471","68.923","93.885","0","93.885","83182","83.579","181.633","252.668","Continuing","Continuing","Then Year $ Mil","2009","NATO AGS","2010-02","Defense-Wide","RDT&E","RDT&E, Defense-Wide BA 7: Operational Systems Development"
