"Description","Year1","Year2","Year3Base","Year3OCO","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","FirstYearInSequence","Platform","Source","LineItem"
"1: RDT&E AF, PE 0305220F: RQ-5 UAV","241.828","188.053","256.307","0","256.307","321.807","260.038","300.498","235.024","Continuing ","Continuing ","2016","NATO AGS",2016,"Other Program Funding Summary"
