"Description","AllPriorYears","Year1","Year2","Year3Base","Year3OCO","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source"
"676001","0","82.745","0","0","-","0","0","0","0","0","0","82.745","Then Year $ Mil","2012","NATO AGS",2013
