"Description","Year1","Year2","Year3Base","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","FirstYearInSequence","Platform","Source","LineItem"
"1: RDT&E AF, PE 0305220F: NATO AGS","0","210.109","264.134","264.134","235.757","140","40","40.72","Continuing ","Continuing ","2012","NATO AGS",2013,"Other Program Funding Summary"
