"Description","AllPriorYears","Year1","Year2","Year3Base","Year3OCO","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source"
"676001","-","221.589","232.851","197.486","-","197.486","39.292","-","-","-","-","691.218","Then Year $ Mil","2014","NATO AGS",2015
