"Description","Year1Actual","Year2Estimate","Year3Estimate","Unit","FirstYearInSequence","Platform","Source","Section","Agency","Account","BudgetAccount"
"P018 NATO AGS","16.15","27.274","74.485","Then Year $ Mil","2008","NATO AGS",2009,"PE 1001018D8Z - NATO AGS","Defense-Wide","RDT&E","RDT&E, Defense-Wide BA 7: Operational Systems Development"
