"Description","AllPriorYears","Year1","Year2","Year3Base","Year3OCO","Year3","Year4OCO","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","FirstYearInSequence","Platform","Source","Section","Account","BudgetAccount"
"676001: NATO AGS","-","192.571","221.589","232.851","-","232.851","138.4","39.604","-","-","-","825.015","2013","NATO AGS","2014-03","PE 0305238F I NATO AGS","RDT&E","RDT&E, Air Force BA 7: Operational Systems Development"
