"Description","Year1","Year2","Year3","Year4","Year5","Year6","Year7","Unit","FirstYearInSequence","Platform","Source","Section","Agency","Account","BudgetAccount"
"P018 NATO AGS","0","24.363","30.399","29.547","85.743","131.342","180.234","Then Year $ Mil","2003","NATO AGS","2009-02-09","PE 1001018D8Z - NATO AGS","Defense-Wide","RDT&E","RDT&E, Defense-Wide BA 7: Operational Systems Development"
