"Description","Year1","Year2","Year3Base","Year3OCO","Year3","Year4OCO","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","FirstYearInSequence","Platform","Source","Section","Notes"
"RDTE: BA07: PE 0305220F: RQ-4","240.234","120.18","244.514","-","244.514","369.014","328.899","307.451","325.463","356.428","4504.159","2013","NATO AGS","2014-03","PE 0305238F I NATO AGS","# The FY 2015 OCO Request will be submitted at a later date."
