"Description","Year1","Year2","Year3Base","Year3OCO","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","Platform","Source","Section","Account","BudgetAccount"
"676001: NATO AGS","-","82.906","-","-","-","-","-","-","-","Continuing","Continuing","NATO AGS",2012,"PE 0305220F Global Hawk","RDT&E","Research, Development, Test & Evaluation, Air Force I BA 7: Operational Systems Development"
