"Description","Year1","Year2","Year3","Year4","Year5","Year6","Year7","Year8","Unit","FirstYearInSequence","Platform","Source","Section","Agency","Account","BudgetAccount"
"P018 NATO AGS","24.355","41.412","41.466","42.858","50.399","55.927","60.768","66.511","Then Year $ Mil","2006","NATO AGS","2007-02-09","PE 1001018D8Z - NATO Joint STARS","Defense-Wide","RDT&E","RDT&E, Defense-Wide BA 7: Operational Systems Development"
