"Description","Year1","Year2","Year3Base","Year3OCO","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","FirstYearInSequence","Platform","Source","LineItem"
"1: RDT&E AF, PE 0305220F: RQ-5 UAV","120.18","244.514","316.148","-","316.148","291.794","269.718","287.012","292.178","Continuing ","Continuing ","2015","NATO AGS",2015,"Other Program Funding Summary"
