"Description","Year2","Year3Base","Year3OCO","Year3","Year4","Year5","Year6","Year7","CostToCompleteMil","TotalCostMil","FirstYearInSequence","Platform","Source","Section","LineItem"
"RDTE: BA07: PE 0305220F: RQ-4","240.234","120.18","244.514","-","244.514","369.014","328.899","307.451","325.463","356.428","2011","NATO AGS",2012,"PE 0305220F Global Hawk","Other Program Element"
