"CurrentBaselineCurrentEstimate.Tymil","Econ","Qty","Sch","Eng","Est","Oth","Spt","Total ","PAUCcurrentEstimate","Platform","Source"
"85.619","0.802","20.726","1.664","51.896","24.833","0","17.342","117.263","202.882","RQ4","2013-12"
