"Description","Year1Actual","Year2Estimate","Year3Estimate","Year4Estimate","Year5Estimate","Year6Estimate","Year7Estimate","Year8Estimate","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source","BudgetActivity"
"509 Lightweight 155m howitzer","4662","17224","18199","0","0","0","0","0","0","0","Then Year $T","2000","LW155 M777","2001-06","RDT&E Budget Activity  5 - Engineering and Manufacturing Development"
