"Description","ActualYearMinus2mil","EstimateYearMinus1mil","EstimateYearTotalMil","EstimateYearPlusOneMil","EstimateYearPlusTwoMil","EstimateYearPlusThreeMil","EstimateYearPlusFourMil","CostToCompleteMil","TotalCostMil","Platform","Section","Source"
"C2112 Howitzer, Medium Towed 155MM (LW155)","31763","27117","13119","0","0","0","0","0","0","LW155 M777","0603635M","2002-02"
