"Description","Year1","Year2","Year3","Year4","TotalCostMil","FirstYearInSequence","Platform","Source","LineItem"
"RDTE, N LW155 Towed How 060363M","36180","25409","23588","12300","97477","1998","LW155 M777","1998-02","Other Program Element"
