"Description","ActualYearMinus2mil","EstimateYearMinus1mil","EstimateYearTotalMil","EstimateYearPlusOneMil","EstimateYearPlusTwoMil","EstimateYearPlusThreeMil","EstimateYearPlusFourMil","EstimateYearPlusFiveMil","CostToCompleteMil","TotalCostMil","Subsection","Unit","Platform","Source"
"System Development and Demonstration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RDT&E Budget Activity 5 - System Design and Development","Then Year $T","LW155 M777","2003-02"
"509 Lightweight 155m howitzer","18874","21045","32078","8850","980","0","0","0","0","107159",NA,"Then Year $T","LW155 M777","2003-02"
