"Description","Year1Actual","Year2Estimate","Year3Estimate","Year4Estimate","Year5Estimate","Year6Estimate","Year7Estimate","Year8Estimate","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source","BudgetAccount"
"509 Lightweight 155m howitzer","18874","21045","32078","8850","980","0","0","0","0","107159","Then Year $T","2002","LW155 M777","2003-02","RDT&E Budget Activity 5 - System Design and Development"
