"Description","ActualYearMinus2mil","EstimateYearMinus1mil","EstimateYearTotalMil","EstimateYearPlusOneMil","EstimateYearPlusTwoMil","EstimateYearPlusThreeMil","EstimateYearPlusFourMil","EstimateYearPlusFiveMil","CostToCompleteMil","TotalCostMil","Unit","Platform","Source","BudgetActivity"
"509 Lightweight 155m howitzer","4662","17224","18199","0","0","0","0","0","0","0","Then Year $T","LW155 M777","2001-06","RDT&E Budget Activity  5 - Engineering and Manufacturing Development"
