"Col1","Col2","Col3","Col4","Col5","Col6","Col7","Col8","Col9","Col10","Platform","Source"
"509 Advanced Towed Cannon Artillery System","993","4833","11485","29023","17122","0","0","0","63456","LW155 M777","1999-02"
