"Description","Year1Actual","Year2Actual","Year3Actual","Year4Actual","Year5Actual","Year6Actual","Year7Actual","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source","BudgetAccount"
"509 Lightweight 155M Howitzer","8397","667","0","6009","5616","5778","0","0","82295","Then Year $T","2005","LW155 M777","2006-02","RDT&E Budget Activity 5 - System Design and Development"
