"Description","Year1Estimate","Year2Estimate","Year3Estimate","Year4Estimate","Year5Estimate","Year6Estimate","Year7Estimate","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source","BudgetActivity"
"509 Advanced Towed Cannon Artillery System","993","4833","11485","29023","17122","0","0","0","63456","Then Year $T","1999","LW155 M777","1998-02","RDT&E Budget Activity  5 - Engineering and Manufacturing Development"
