"Description","ActualYearMinus2mil","EstimateYearMinus1mil","EstimateYearTotalMil","EstimateYearPlusOneMil","EstimateYearPlusTwoMil","EstimateYearPlusThreeMil","EstimateYearPlusFourMil","CostToCompleteMil","TotalCostMil","Unit","FirstYearInSequence","Platform","Source","BudgetActivity"
"509 Lightweight 155m howitzer","16726","18048","22032","12408","0","0","0","0","74839","Then Year $T","2001","LW155 M777","2002-02","RDT&E Budget Activity  5 - Engineering and Manufacturing Development"
